District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Nizamabad,Mortad,18-03-2020,0,22.4,37.8,29,83.8,3.7,0
Nizamabad,Mortad,19-03-2020,3.4,20.8,38.1,24.9,100,0.1,0
Nizamabad,Mortad,20-03-2020,0,20.3,35.9,34.1,100,3.8,0
Nizamabad,Mortad,21-03-2020,0,20.8,37.7,23.5,99.8,3.4,0
Nizamabad,Mortad,22-03-2020,0,18.6,36.9,17.5,100,4.6,0
Nizamabad,Mortad,23-03-2020,0,20,38,9.7,93.6,3.6,0
Nizamabad,Mortad,24-03-2020,0,22.2,38,20.8,100,3.3,0
Nizamabad,Mortad,25-03-2020,0,21.6,38,24.5,98.1,4.6,0
Nizamabad,Mortad,26-03-2020,0,22.1,37.6,29.8,77.5,0.2,0
Nizamabad,Mortad,27-03-2020,0,22.3,37.8,24.4,83.3,1.3,0
Nizamabad,Mortad,28-03-2020,0,22,40.3,15.3,82.5,0.1,0
Nizamabad,Mortad,29-03-2020,0,22.3,38.9,18.7,86.9,1.2,0
Nizamabad,Mortad,30-03-2020,0,22.1,39.5,21.2,75.9,1.3,0
Nizamabad,Mortad,31-03-2020,0,22,38,28.3,83.4,3.2,0
Nizamabad,Vailpur,01-01-2020,0,19.7,26.3,67.9,89.1,2.1,0
