District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Warangal Rural,Nekkonda,13-03-2020,0,24.3,34.4,48.9,91.4,13.5,0
Warangal Rural,Nekkonda,14-03-2020,0,21.9,34.2,51.6,91.7,12.9,0
Warangal Rural,Nekkonda,15-03-2020,0,21.7,33.1,48.4,91.7,5.7,0
Warangal Rural,Nekkonda,16-03-2020,0,21.8,34.6,43.8,91.7,9,0
Warangal Rural,Nekkonda,17-03-2020,0,23.9,34.4,49.9,91.4,8.4,0
Warangal Rural,Nekkonda,18-03-2020,0,21.1,35.9,40.7,91.9,7.1,0
Warangal Rural,Nekkonda,19-03-2020,0,24.1,37.1,39.2,89.7,14.3,0
Warangal Rural,Nekkonda,20-03-2020,9.3,21.8,37,41,91.9,22.9,0
Warangal Rural,Nekkonda,21-03-2020,0,24.2,35.6,50,91.3,9.1,0
Warangal Rural,Nekkonda,22-03-2020,0,24.1,34.9,50.9,91.7,7.8,0
Warangal Rural,Nekkonda,23-03-2020,0,24,35.9,49.9,91.5,6.1,0
Warangal Rural,Nekkonda,24-03-2020,0,24.2,34.2,54.9,91.6,10.5,0
Warangal Rural,Nekkonda,25-03-2020,0,23.9,35.9,44.6,91.4,7.3,0
Warangal Rural,Nekkonda,26-03-2020,0,23.7,36.2,43.3,91.8,9,0
Warangal Rural,Nekkonda,27-03-2020,3,22.5,36.4,41.9,91.3,7.4,0
Warangal Rural,Nekkonda,28-03-2020,0,21.4,37.3,30.8,85.4,7.4,0
Warangal Rural,Nekkonda,29-03-2020,0,22.1,38.5,29.9,89.3,6.6,0
Warangal Rural,Nekkonda,30-03-2020,0,22.2,38.7,29.2,84.7,12.4,0
Warangal Rural,Nekkonda,31-03-2020,0,23.3,38,36.6,86.2,13,0
Warangal Rural,Nadikuda,01-01-2020,0,19.1,27.5,62.6,96.1,1.6,0
Warangal Rural,Nadikuda,02-01-2020,0,19,30.1,60.9,96.6,0.9,0
Warangal Rural,Nadikuda,03-01-2020,0,20.9,28.7,66.7,94.7,1,0
Warangal Rural,Nadikuda,04-01-2020,0,20.5,25.5,83.8,95.8,0.9,0
Warangal Rural,Nadikuda,05-01-2020,0,19.7,27.5,96.8,97.5,3.1,0
Warangal Rural,Nadikuda,06-01-2020,0,19.3,27.1,53,73.2,4.3,0
Warangal Rural,Nadikuda,07-01-2020,0,20.9,27.4,60.2,88.2,4.8,0
Warangal Rural,Nadikuda,08-01-2020,0,21.4,27.5,60.9,87.2,4.6,0
Warangal Rural,Nadikuda,09-01-2020,0,19.9,29.7,53.3,92.7,4.3,0
Warangal Rural,Nadikuda,10-01-2020,0,17.8,29.9,60.6,94.6,0.8,0
Warangal Rural,Nadikuda,11-01-2020,0,14.4,26.4,68.7,92.1,1.2,0
Warangal Rural,Nadikuda,12-01-2020,0,13.8,28.5,54,93.9,0.5,0
Warangal Rural,Nadikuda,13-01-2020,0,13.2,27.9,39.3,93.9,1.1,0
Warangal Rural,Nadikuda,14-01-2020,0,15.1,29.4,32.8,94.8,0.6,0
Warangal Rural,Nadikuda,15-01-2020,0,17.6,29.7,55.4,96.5,0.9,0
Warangal Rural,Nadikuda,16-01-2020,0,17.3,29.7,52.7,96,0.7,0
Warangal Rural,Nadikuda,17-01-2020,0,19.6,30.2,51.7,95.4,1,0
Warangal Rural,Nadikuda,18-01-2020,0,20.4,30,58.9,95.6,0.8,0
Warangal Rural,Nadikuda,19-01-2020,0,20.8,30.3,57,94.9,1,0
Warangal Rural,Nadikuda,20-01-2020,0,19.7,30.2,58.7,95.6,0.5,0
Warangal Rural,Nadikuda,21-01-2020,0,19.5,29.6,60.8,96.9,0.7,0
Warangal Rural,Nadikuda,22-01-2020,0,20.6,30.4,59,94.3,1.3,0
Warangal Rural,Nadikuda,23-01-2020,0,20.4,31.5,52.7,95.8,0.6,0
Warangal Rural,Nadikuda,24-01-2020,0,17.9,31.6,50.7,95.7,0.6,0
Warangal Rural,Nadikuda,25-01-2020,0,17.7,31.7,47.5,96.4,0.4,0
Warangal Rural,Nadikuda,26-01-2020,0,18.5,32.4,42.1,95.2,1,0
Warangal Rural,Nadikuda,27-01-2020,0,17.1,31.4,47.7,95,1.1,0
Warangal Rural,Nadikuda,28-01-2020,0,20.6,33.5,37.5,94.3,1.4,0
Warangal Rural,Nadikuda,29-01-2020,0,20.9,33.1,42.1,92.8,1.8,0
Warangal Rural,Nadikuda,30-01-2020,0,19,31.1,62.5,95.1,1.2,0
Warangal Rural,Nadikuda,31-01-2020,0,16.4,28.9,60.4,92.1,1.3,0
Warangal Rural,Nadikuda,01-02-2020,0,20.7,30.6,55.2,92.9,0.7,0
Warangal Rural,Nadikuda,02-02-2020,0,19.9,31.8,53.7,88,2,0
Warangal Rural,Nadikuda,03-02-2020,0,20.5,31.3,52.4,94.3,0.8,0
Warangal Rural,Nadikuda,04-02-2020,0,21.7,31,55.7,93,0.9,0
Warangal Rural,Nadikuda,05-02-2020,0,20.4,32,54.3,94.6,1.2,0
Warangal Rural,Nadikuda,06-02-2020,0,19.1,31.4,51,94.5,1.2,0
Warangal Rural,Nadikuda,07-02-2020,0,22,33.2,47.2,90.3,1.6,0
Warangal Rural,Nadikuda,08-02-2020,0,21.9,31.1,51.2,90.8,1.7,0
Warangal Rural,Nadikuda,09-02-2020,25.8,18.6,27.3,74.5,97.2,1.3,0
Warangal Rural,Nadikuda,10-02-2020,0,19.6,22.6,76.7,92,4.3,0
Warangal Rural,Nadikuda,11-02-2020,0,20.7,26.1,66.2,89.7,5.1,0
Warangal Rural,Nadikuda,12-02-2020,0,20.1,28.5,53.2,92.3,5,0
Warangal Rural,Nadikuda,13-02-2020,0,20.7,28.5,56.1,83.8,3.6,0
Warangal Rural,Nadikuda,14-02-2020,0,21.2,31.6,24.7,62,3.5,0
Warangal Rural,Nadikuda,15-02-2020,0,19.8,32.7,22.8,61.1,2.1,0
Warangal Rural,Nadikuda,16-02-2020,0,21.6,33.3,27.4,65.3,1.8,0
Warangal Rural,Nadikuda,17-02-2020,0,21.5,32.4,30.9,69.7,3.5,0
Warangal Rural,Nadikuda,18-02-2020,0,22.2,32,35.2,59,3.2,0
Warangal Rural,Nadikuda,19-02-2020,0,21.2,32,21.1,63.4,3.2,0
Warangal Rural,Nadikuda,20-02-2020,0,20.8,32.7,43.9,93.6,1.5,0
Warangal Rural,Nadikuda,21-02-2020,0,20,31.3,52.8,93.3,1.8,0
Warangal Rural,Nadikuda,22-02-2020,0,18.9,32.3,49.3,90.4,1.6,0
Warangal Rural,Nadikuda,23-02-2020,0,19.3,32.4,44.9,95.2,1.6,0
Warangal Rural,Nadikuda,24-02-2020,0,20.8,32.9,44.1,93.5,1.8,0
Warangal Rural,Nadikuda,25-02-2020,0,22.2,32.5,45.5,90.9,1.9,0
Warangal Rural,Nadikuda,26-02-2020,0,18.9,31.6,55.5,92.4,1.4,0
Warangal Rural,Nadikuda,27-02-2020,0,15.4,32,40.4,79.6,1.5,0
Warangal Rural,Nadikuda,28-02-2020,0,15.4,32.8,28.4,94.2,1.4,0
Warangal Rural,Nadikuda,29-02-2020,0,20.5,33.5,42.6,94.7,0.6,0
Warangal Rural,Nadikuda,01-03-2020,0,20.9,32,49.3,94.6,1.4,0
Warangal Rural,Nadikuda,02-03-2020,0,22.4,33,47.1,91.6,1.4,0
Warangal Rural,Nadikuda,03-03-2020,0,21.3,31.9,54.2,94.6,1.3,0
Warangal Rural,Nadikuda,04-03-2020,0,22.4,34,52.9,89.6,0.8,0
Warangal Rural,Nadikuda,05-03-2020,0,21,35.1,41.5,94,1.5,0
Warangal Rural,Nadikuda,06-03-2020,0,23.1,31.6,62.7,93.2,1.1,0
Warangal Rural,Nadikuda,07-03-2020,0,23.7,31.8,61.4,92.9,2.1,0
Warangal Rural,Nadikuda,08-03-2020,5,22.6,29.9,69.5,96.2,1.4,0
Warangal Rural,Nadikuda,09-03-2020,0,22.1,31.8,50.3,88.4,4.1,0
Warangal Rural,Nadikuda,10-03-2020,0,22.9,30.3,55.4,78.4,3.7,0
Warangal Rural,Nadikuda,11-03-2020,0,23.8,33.9,40.8,81.8,4.8,0
Warangal Rural,Nadikuda,12-03-2020,0,22.8,31.4,52,86.7,3.6,0
Warangal Rural,Nadikuda,13-03-2020,0,23,32.1,57.2,84.8,3.4,0
Warangal Rural,Nadikuda,14-03-2020,0,23.3,34.7,29.9,85.7,5.2,0
Warangal Rural,Nadikuda,15-03-2020,0,21.2,33.4,42.1,95.7,0.7,0
Warangal Rural,Nadikuda,16-03-2020,0,21.6,33.4,47.1,95,1.7,0
Warangal Rural,Nadikuda,17-03-2020,0,22.9,34.6,43.7,93.8,1.1,0
Warangal Rural,Nadikuda,18-03-2020,0,21.2,35.9,44.6,91.8,1.1,0
Warangal Rural,Nadikuda,19-03-2020,3.3,21.9,35.5,41.8,93.9,1.9,0
Warangal Rural,Nadikuda,20-03-2020,0,20.5,36.5,43,90.3,1.9,0
Warangal Rural,Nadikuda,21-03-2020,0,23.6,35.3,46.9,91.9,1.3,0
Warangal Rural,Nadikuda,22-03-2020,0,23.2,34.5,53.7,94.7,1.2,0
Warangal Rural,Nadikuda,23-03-2020,0,23.3,36.4,43.1,92.4,1,0
Warangal Rural,Nadikuda,24-03-2020,0,23.3,34.7,54.2,92.7,1.3,0
Warangal Rural,Nadikuda,25-03-2020,0,23.4,35.6,44.9,91.3,1.3,0
Warangal Rural,Nadikuda,26-03-2020,0,25.1,35,31.2,62,5.2,0
Warangal Rural,Nadikuda,27-03-2020,0,26,34.4,34.3,57.3,4,0
Warangal Rural,Nadikuda,28-03-2020,0,25.9,36.7,24.2,42.7,3.2,0
Warangal Rural,Nadikuda,29-03-2020,0,26.8,37.1,24.5,45.3,3.9,0
Warangal Rural,Nadikuda,30-03-2020,0,25.6,36.8,27.3,56.5,5.4,0
Warangal Rural,Nadikuda,31-03-2020,0,26.5,35.7,29.5,55.5,3.4,0
Warangal Urban,Bheemadevarapalle,01-01-2020,0,20.8,27.6,63.6,93.7,15.6,0
Warangal Urban,Bheemadevarapalle,02-01-2020,0,21.5,30.7,56.1,94.9,15.2,0
Warangal Urban,Bheemadevarapalle,03-01-2020,0,21.6,30.1,64.4,95.4,13.8,0
Warangal Urban,Bheemadevarapalle,04-01-2020,1.4,19.7,27.5,73.2,99.9,7.7,0
Warangal Urban,Bheemadevarapalle,05-01-2020,0,18,27.3,83.2,99.9,7.2,0
Warangal Urban,Bheemadevarapalle,06-01-2020,0,18.4,27.5,54.7,97.9,7.9,0
Warangal Urban,Bheemadevarapalle,07-01-2020,0,21.3,30.2,43.1,96.7,7.6,0
Warangal Urban,Bheemadevarapalle,08-01-2020,0,22.3,30.1,62.6,92.7,12.9,0
Warangal Urban,Bheemadevarapalle,09-01-2020,0,22.4,30.3,63.6,89.5,15.4,0
Warangal Urban,Bheemadevarapalle,10-01-2020,0,20.3,32.1,54.6,92.8,13.1,0
Warangal Urban,Bheemadevarapalle,11-01-2020,0,16.3,27.5,62.2,97.5,5.4,0
Warangal Urban,Bheemadevarapalle,12-01-2020,0,15.4,30.2,39.8,99.9,4.7,0
Warangal Urban,Bheemadevarapalle,13-01-2020,0,11.1,29.9,38.7,99.8,5.4,0
Warangal Urban,Bheemadevarapalle,14-01-2020,0,16.3,30.1,39.8,95.5,7.4,0
Warangal Urban,Bheemadevarapalle,15-01-2020,0,17.9,30.8,47.7,98.5,13.7,0
Warangal Urban,Bheemadevarapalle,16-01-2020,0,18.2,30.6,43.3,97.6,13.5,0
Warangal Urban,Bheemadevarapalle,17-01-2020,0,20,30.1,46.5,96.4,13.9,0
Warangal Urban,Bheemadevarapalle,18-01-2020,0,21.1,30.6,45.6,96.3,13.5,0
Warangal Urban,Bheemadevarapalle,19-01-2020,0,20.5,30.3,54.1,97.2,14.6,0
Warangal Urban,Bheemadevarapalle,20-01-2020,0,20,30.1,46.9,99.9,13.1,0
Warangal Urban,Bheemadevarapalle,21-01-2020,0,20.1,30.4,57.5,95.8,6.3,0
Warangal Urban,Bheemadevarapalle,22-01-2020,0,20.4,30.3,55.1,92.4,13.9,0
Warangal Urban,Bheemadevarapalle,23-01-2020,0,19.6,32.5,48.2,95.8,11.8,0
Warangal Urban,Bheemadevarapalle,24-01-2020,0,18.2,32.6,39.4,97,11.7,0
Warangal Urban,Bheemadevarapalle,25-01-2020,0,20.1,32.3,40.9,98.4,7,0
Warangal Urban,Bheemadevarapalle,26-01-2020,0,18.8,32.6,40.6,88.9,7.1,0
Warangal Urban,Bheemadevarapalle,27-01-2020,0,17.1,33.2,45.9,95.5,6.8,0
Warangal Urban,Bheemadevarapalle,28-01-2020,0,22.2,35.4,32,89.5,12,0
Warangal Urban,Bheemadevarapalle,29-01-2020,0,21.2,32.6,42.7,96,15.2,0
Warangal Urban,Bheemadevarapalle,30-01-2020,0,21.2,30.1,50.1,95.8,10.1,0
Warangal Urban,Bheemadevarapalle,31-01-2020,0,19.1,30,40,91.1,8.8,0
Warangal Urban,Bheemadevarapalle,01-02-2020,0,21.4,29.8,37.2,95.7,8.7,0
Warangal Urban,Bheemadevarapalle,02-02-2020,0,20.6,32.9,50,95.7,16,0
Warangal Urban,Bheemadevarapalle,03-02-2020,0,20.9,30.5,54.6,92.4,11.9,0
Warangal Urban,Bheemadevarapalle,04-02-2020,0,21.9,30.7,50,89.8,12.6,0
Warangal Urban,Bheemadevarapalle,05-02-2020,0,22.4,32.6,39,89.5,17.5,0
Warangal Urban,Bheemadevarapalle,06-02-2020,0,21,33.2,41.3,82.5,15.1,0
Warangal Urban,Bheemadevarapalle,07-02-2020,0,22,32.6,39,84.2,17.4,0
Warangal Urban,Bheemadevarapalle,08-02-2020,0,22.6,32.2,36.3,91,16.6,0
Warangal Urban,Bheemadevarapalle,09-02-2020,39.2,19.9,27.7,76.4,99.9,9.7,0
Warangal Urban,Bheemadevarapalle,10-02-2020,0,21.8,25.6,84.1,99.9,4.9,0
Warangal Urban,Bheemadevarapalle,11-02-2020,0,20.7,27.5,76.4,99.9,4.3,0
Warangal Urban,Bheemadevarapalle,12-02-2020,0,22.4,30.7,73.6,99.9,8.6,0
Warangal Urban,Bheemadevarapalle,13-02-2020,0,19.8,32.3,48.8,99.9,7,0
Warangal Urban,Bheemadevarapalle,14-02-2020,0,19.9,30.6,42.2,82.1,7.4,0
Warangal Urban,Bheemadevarapalle,15-02-2020,0,19.9,32.6,36.7,81.9,4.4,0
Warangal Urban,Bheemadevarapalle,16-02-2020,0,18.9,32.6,41.4,98.8,4,0
Warangal Urban,Bheemadevarapalle,17-02-2020,0,17.6,34.7,39.4,99.3,1.3,0
Warangal Urban,Bheemadevarapalle,18-02-2020,0,19.3,32.6,30.7,88.8,14.4,0
Warangal Urban,Bheemadevarapalle,19-02-2020,0,17.2,32.6,23,96.9,4,0
Warangal Urban,Bheemadevarapalle,20-02-2020,0,21.3,33,40,95.8,10,0
Warangal Urban,Bheemadevarapalle,21-02-2020,0,22.2,30.7,48.3,90.9,15.5,0
Warangal Urban,Bheemadevarapalle,22-02-2020,0,19,32.4,40.4,95.3,14.1,0
Warangal Urban,Bheemadevarapalle,23-02-2020,0,20.2,33.1,42.6,97.8,9.2,0
Warangal Urban,Bheemadevarapalle,24-02-2020,0,21.9,32.8,46.6,96.2,11.3,0
Warangal Urban,Bheemadevarapalle,25-02-2020,0,21.9,32.6,39.2,94.4,14.9,0
Warangal Urban,Bheemadevarapalle,26-02-2020,0,21.8,32.7,54.8,92.8,12.5,0
Warangal Urban,Bheemadevarapalle,27-02-2020,0,19.3,32.7,41.6,81.9,8.6,0
Warangal Urban,Bheemadevarapalle,28-02-2020,0,18.4,32.9,32,92.5,7.6,0
Warangal Urban,Bheemadevarapalle,29-02-2020,0,21,33.2,42.4,97.1,12.7,0
Warangal Urban,Bheemadevarapalle,01-03-2020,0,21.4,32.6,47,97.2,10.4,0
Warangal Urban,Bheemadevarapalle,02-03-2020,0,22.2,32.6,39.5,94.6,10.2,0
Warangal Urban,Bheemadevarapalle,03-03-2020,0,21.1,33.2,47.1,96.4,10.2,0
Warangal Urban,Bheemadevarapalle,04-03-2020,0,23.3,35.9,41.1,89.3,8.6,0
Warangal Urban,Bheemadevarapalle,05-03-2020,0,22.2,35.4,39.7,92.8,10.5,0
Warangal Urban,Bheemadevarapalle,06-03-2020,2.1,24.9,32.6,33.9,94.3,8.4,0
Warangal Urban,Bheemadevarapalle,07-03-2020,0,24.7,35.2,55.2,92.4,15.1,0
Warangal Urban,Bheemadevarapalle,08-03-2020,28,22.4,30.1,70.4,98.1,16.3,0
Warangal Urban,Bheemadevarapalle,09-03-2020,1.3,22.6,32.1,49.8,97.9,9.4,0
Warangal Urban,Bheemadevarapalle,10-03-2020,0,22.2,30.7,70.1,95.7,17.4,0
Warangal Urban,Bheemadevarapalle,11-03-2020,0,22.6,35.2,46.9,89.2,17.9,0
Warangal Urban,Bheemadevarapalle,12-03-2020,14.2,24.2,32.9,49.1,99.9,13.9,0
Warangal Urban,Bheemadevarapalle,13-03-2020,0,24.9,32.6,66.6,90.9,10.8,0
Warangal Urban,Bheemadevarapalle,14-03-2020,0,21.7,35.3,45.8,94.2,15.5,0
Warangal Urban,Bheemadevarapalle,15-03-2020,0,22.4,32.6,40.4,96.2,12.1,0
Warangal Urban,Bheemadevarapalle,16-03-2020,0,21.8,33,38.3,97.7,11.9,0
Warangal Urban,Bheemadevarapalle,17-03-2020,0,24.6,34.1,35.1,90.1,10.7,0
Warangal Urban,Bheemadevarapalle,18-03-2020,0,22,35.2,41.2,93.4,11.5,0
Warangal Urban,Bheemadevarapalle,19-03-2020,1.4,22.9,37.7,33.2,96.4,13.4,0
Warangal Urban,Bheemadevarapalle,20-03-2020,0,24.2,35.8,43,77.4,10.9,0
Warangal Urban,Bheemadevarapalle,21-03-2020,10.1,24.9,35.2,33.9,89.7,10.8,0
Warangal Urban,Bheemadevarapalle,22-03-2020,0,24.6,35.1,46.3,96.9,14.1,0
Warangal Urban,Bheemadevarapalle,23-03-2020,0,24.9,35.3,41.4,90.1,6.6,0
Warangal Urban,Bheemadevarapalle,24-03-2020,0,24.9,35.7,42.2,83.4,14.3,0
Warangal Urban,Bheemadevarapalle,25-03-2020,0,23.5,35.7,32.5,87.4,13.8,0
Warangal Urban,Bheemadevarapalle,26-03-2020,0,23,35.4,39,87.7,10.1,0
Warangal Urban,Bheemadevarapalle,27-03-2020,0,24,35.8,35.3,75.8,4.9,0
Warangal Urban,Bheemadevarapalle,28-03-2020,0,24.9,37.8,33.5,62.2,12,0
Warangal Urban,Bheemadevarapalle,29-03-2020,0,22.4,37.1,31.6,89.9,4.9,0
Warangal Urban,Bheemadevarapalle,30-03-2020,0,22.4,37.8,34.8,75.8,14.4,0
Warangal Urban,Bheemadevarapalle,31-03-2020,0,24.9,35.3,37.2,76.1,7.3,0
Warangal Urban,Velair,01-01-2020,0,19.2,25.5,77.7,100,11.3,0
Warangal Urban,Velair,02-01-2020,0,20.8,28.9,66.4,100,10,0
Warangal Urban,Velair,03-01-2020,0,21.3,27.4,79,100,10.5,0
Warangal Urban,Velair,04-01-2020,0,19.7,27.3,84.5,100,7.1,0
Warangal Urban,Velair,05-01-2020,0,17.2,26.8,91.4,100,7,0
Warangal Urban,Velair,06-01-2020,0,16.2,27.8,54.5,90.9,7.3,0
Warangal Urban,Velair,07-01-2020,0,21.4,29.9,56.8,100,7.8,0
Warangal Urban,Velair,08-01-2020,0,21.1,29.7,73.1,100,7.5,0
Warangal Urban,Velair,09-01-2020,0,20.2,28.6,76.1,100,9.8,0
Warangal Urban,Velair,10-01-2020,0,18.4,29.7,57.2,99.3,10.3,0
Warangal Urban,Velair,11-01-2020,0,16.3,28.3,56.6,100,5.6,0
Warangal Urban,Velair,12-01-2020,0,12,29.6,43.3,100,5.8,0
Warangal Urban,Velair,13-01-2020,0,10.1,29.9,31.2,100,7.3,0
Warangal Urban,Velair,14-01-2020,0,14,30.6,35.2,100,5.5,0
Warangal Urban,Velair,15-01-2020,0,19,29.8,58.1,100,8,0
Warangal Urban,Velair,16-01-2020,0,16.6,30.7,45.3,100,11.6,0
Warangal Urban,Velair,17-01-2020,0,19.2,30.1,55,100,11.4,0
Warangal Urban,Velair,18-01-2020,0,20.8,29,56.3,100,9.1,0
Warangal Urban,Velair,19-01-2020,0,19.1,30.5,73.3,100,7.4,0
Warangal Urban,Velair,20-01-2020,0,19.1,30.7,56.8,100,9.1,0
Warangal Urban,Velair,21-01-2020,0,20.3,30.2,59.9,100,8,0
Warangal Urban,Velair,22-01-2020,0,20.8,30.4,51.7,96.3,9.7,0
Warangal Urban,Velair,23-01-2020,0,19.7,30.5,49.9,86.3,10,0
Warangal Urban,Velair,24-01-2020,0,18.3,31.4,39.8,99.6,6.6,0
Warangal Urban,Velair,25-01-2020,0,18.9,32.6,35.9,91.5,5.5,0
Warangal Urban,Velair,26-01-2020,0,19,33.4,42.7,85.7,4.7,0
Warangal Urban,Velair,27-01-2020,0,16.7,32.9,43.5,88.5,5.3,0
Warangal Urban,Velair,28-01-2020,0,21.7,34.5,36.8,96.9,9.2,0
Warangal Urban,Velair,29-01-2020,0,21.6,33.3,55,99.9,13,0
Warangal Urban,Velair,30-01-2020,0,19.8,32.6,54.9,98.9,6.6,0
Warangal Urban,Velair,31-01-2020,0,20.2,30.7,45.5,97.1,6.5,0
Warangal Urban,Velair,01-02-2020,0,21.5,29.8,45.6,99.9,9.9,0
Warangal Urban,Velair,02-02-2020,0,21.7,32.2,78.2,99.9,10.9,0
Warangal Urban,Velair,03-02-2020,0,21.8,30.4,52.9,84.6,11.1,0
Warangal Urban,Velair,04-02-2020,0,21.9,31,63.7,99.3,12.7,0
Warangal Urban,Velair,05-02-2020,0,21.9,33,39.8,96.2,13.3,0
Warangal Urban,Velair,06-02-2020,0,21.3,33.1,39.5,76.7,14.1,0
Warangal Urban,Velair,07-02-2020,0,22.6,33.9,35.1,69.5,15.1,0
Warangal Urban,Velair,08-02-2020,0,23.3,32,45.5,96.8,12,0
Warangal Urban,Velair,09-02-2020,5.3,20.5,25,83.6,99.9,8.7,0
Warangal Urban,Velair,10-02-2020,0,20.6,24.4,89,99.9,8.7,0
Warangal Urban,Velair,11-02-2020,0,22.3,27.5,75.7,95.6,9.1,0
Warangal Urban,Velair,12-02-2020,0,22.4,30.3,66.1,99.9,9,0
Warangal Urban,Velair,13-02-2020,0,19.3,30.1,62.6,99.9,7.5,0
Warangal Urban,Velair,14-02-2020,0,18.8,32.7,39.9,99.9,6.7,0
Warangal Urban,Velair,15-02-2020,0,18,35.2,29.7,99.9,4.4,0
Warangal Urban,Velair,16-02-2020,0,19.3,32.6,37.5,99.9,5.7,0
Warangal Urban,Velair,17-02-2020,0,19.3,35.2,31.6,99.9,4.6,0
Warangal Urban,Velair,18-02-2020,0,17.1,35.2,26.4,99.9,6.1,0
Warangal Urban,Velair,19-02-2020,0,16.7,35.2,14.6,99.9,5,0
Warangal Urban,Velair,20-02-2020,0,21.7,32.9,35.9,99.9,9.2,0
Warangal Urban,Velair,21-02-2020,0,21.7,32.2,58.1,99.9,14.1,0
Warangal Urban,Velair,22-02-2020,0,19.6,32.9,38.1,99.9,15.1,0
Warangal Urban,Velair,23-02-2020,0,21.3,33.1,45.8,99.9,10.9,0
Warangal Urban,Velair,24-02-2020,0,21.8,32.9,41.6,99.9,10,0
Warangal Urban,Velair,25-02-2020,0,22.4,33.5,30.3,99.9,11.7,0
Warangal Urban,Velair,26-02-2020,0,20.9,32.9,50,99.9,11.4,0
Warangal Urban,Velair,27-02-2020,0,17.9,32.9,39.5,84.6,6,0
Warangal Urban,Velair,28-02-2020,0,19.3,32.6,26.6,99.9,11.3,0
Warangal Urban,Velair,29-02-2020,0,21.6,33.3,46.8,99.9,9.6,0
Warangal Urban,Velair,01-03-2020,0,21.9,32.9,50.2,99.9,9.6,0
Warangal Urban,Velair,02-03-2020,0,22.4,32.9,43.1,99.9,10.8,0
Warangal Urban,Velair,03-03-2020,0,21.7,32.9,44.7,99.9,9.7,0
Warangal Urban,Velair,04-03-2020,0,24.3,35.8,41.7,92.1,9.3,0
Warangal Urban,Velair,05-03-2020,0,21.8,36.1,33.5,99.3,10.2,0
Warangal Urban,Velair,06-03-2020,0,22.4,33.2,49.7,99.9,0.1,0
Warangal Urban,Velair,07-03-2020,0,24.9,32.8,73,99.9,10.4,0
Warangal Urban,Velair,08-03-2020,0,23.3,30.1,70.9,99.9,10.8,0
Warangal Urban,Velair,09-03-2020,0,20.7,33.2,67.3,99.9,10.2,0
Warangal Urban,Velair,10-03-2020,0,22.4,31.6,58.7,99.9,13,0
Warangal Urban,Velair,11-03-2020,0,22.2,33,58.1,99.9,12.7,0
Warangal Urban,Velair,12-03-2020,0,23,33.3,55.3,99.9,10.8,0
Warangal Urban,Velair,13-03-2020,0,23.7,32.9,70.5,99.9,9.9,0
Warangal Urban,Velair,14-03-2020,0,22.4,35.1,43.4,97,12.1,0
Warangal Urban,Velair,15-03-2020,0,22.4,33.1,44.6,99.9,10,0
Warangal Urban,Velair,16-03-2020,0,22.4,34.4,38.3,99.9,11.6,0
Warangal Urban,Velair,17-03-2020,0,22.4,35.5,41.5,99.9,9.6,0
Warangal Urban,Velair,18-03-2020,0,22.4,35.2,39.4,99.9,10.7,0
Warangal Urban,Velair,19-03-2020,0,22.4,37.1,31.4,99.9,8.6,0
Warangal Urban,Velair,20-03-2020,0,23.8,36.5,37.3,99.8,12.8,0
Warangal Urban,Velair,21-03-2020,17.3,23.6,36.5,40.7,99.9,0.1,0
Warangal Urban,Velair,22-03-2020,0,23.2,35.4,54.7,99.9,9.9,0
Warangal Urban,Velair,23-03-2020,0,23.6,35.7,38.5,99.9,5.5,0
Warangal Urban,Velair,24-03-2020,0,22.9,35.1,44.1,97.7,9.6,0
Warangal Urban,Velair,25-03-2020,0,22.6,36.2,38.3,84.7,10.8,0
Warangal Urban,Velair,26-03-2020,0,23.1,36.1,38.4,80.8,8.4,0
Warangal Urban,Velair,27-03-2020,0,22.8,36.4,36.5,73,6,0
Warangal Urban,Velair,28-03-2020,0,24.1,37.4,29.3,62.7,9.7,0
Warangal Urban,Velair,29-03-2020,0,21.8,37.6,23.7,78,4.9,0
Warangal Urban,Velair,30-03-2020,0,21.9,37.7,26.7,72.6,9.4,0
Warangal Urban,Velair,31-03-2020,0,23.7,36.4,38.8,76.7,7.9,0
Warangal Urban,Elkathurthi,01-01-2020,0,19.4,25.7,60.9,92.4,17.9,0
Warangal Urban,Elkathurthi,02-01-2020,0,20.4,29.1,56.5,92.4,14.4,0
Warangal Urban,Elkathurthi,03-01-2020,0,21.3,27.8,61.9,91.2,15.8,0
Warangal Urban,Elkathurthi,04-01-2020,0,19.4,25.8,73.9,97.4,9.4,0
Warangal Urban,Elkathurthi,05-01-2020,0,16.9,24.4,75.3,96.9,5.3,0
Warangal Urban,Elkathurthi,06-01-2020,0,15,25.8,56.1,95.7,3.4,0
Warangal Urban,Elkathurthi,07-01-2020,0,20,28.6,53.6,93.6,7.1,0
Warangal Urban,Elkathurthi,08-01-2020,0,21,28,60.4,90.8,13.8,0
Warangal Urban,Elkathurthi,09-01-2020,0,20.4,27.7,61.9,92.9,16.7,0
Warangal Urban,Elkathurthi,10-01-2020,0,18.2,28.8,56,89.6,15.3,0
Warangal Urban,Elkathurthi,11-01-2020,0,15.3,25.6,65.7,90.7,2,0
Warangal Urban,Elkathurthi,12-01-2020,0,11.2,27.1,53.6,98.2,0.9,0
Warangal Urban,Elkathurthi,13-01-2020,0,9.6,26.5,32.6,99.6,2.4,0
Warangal Urban,Elkathurthi,14-01-2020,0,13.8,27.9,32.6,96.2,7.6,0
