,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
27885,Warangal Urban,Dharmasagar,17-11-2019,0,20.4,33.2,63.2,97.2,0,4.6
27886,Warangal Urban,Khazipet,17-11-2019,0,19.8,34.1,64.2,99.9,0,2.8
27887,Warangal Urban,Hanamkonda,17-11-2019,0,22,33.1,48.3,99.9,0,1.7
27888,Warangal Urban,Warangal,17-11-2019,0,22,32.4,54.1,99.3,0,3.8
27889,Warangal Urban,Khilla_Warangal,17-11-2019,0,21.4,33.2,50.3,96.3,0,4
27890,Warangal Urban,Inole,17-11-2019,0,20.3,32.2,54.6,95.4,0,6.8
27891,Karimnagar,Gangadhara,17-11-2019,0,18.5,31.3,48.8,100,0,6.4
27892,Karimnagar,Ramadugu,17-11-2019,0,18.9,32.3,42.3,100,0,4.3
27893,Karimnagar,Choppadandi,17-11-2019,0,19.3,32,50.2,98.2,0,2.6
27894,Karimnagar,Karimnagar_Rural,17-11-2019,0,18.7,32,50.8,99.2,0,6.5
27895,Karimnagar,Kothapalle,17-11-2019,0,19.3,32.2,51.1,100,0,4.4
27896,Karimnagar,Gannervaram,17-11-2019,0,18.9,32.2,48.5,96.9,0,0.5
27897,Karimnagar,Karimnagar,17-11-2019,0,20.3,31.6,47.4,94.4,0,5.3
27898,Karimnagar,Manakondur,17-11-2019,0,19.8,32.6,49,99.2,0,5.4
27899,Karimnagar,Thimmapur,17-11-2019,0,19.4,33,50.5,100,0,7.1
27900,Karimnagar,Chigurumamidi,17-11-2019,0,18.1,34.2,39.1,100,0,5.4
27901,Karimnagar,V_Saidapur,17-11-2019,0,19.6,32.9,37,100,0,5.3
27902,Karimnagar,Shankarapatnam,17-11-2019,0,19.4,33.1,39.6,100,0,3.4
27903,Karimnagar,Veenavanka,17-11-2019,0,19.5,31.5,48.3,93.6,0,4
27904,Karimnagar,Huzurabad,17-11-2019,0,20.5,32.3,40.8,99.6,-1,-1
27905,Karimnagar,Jammikunta,17-11-2019,0,20.3,33.9,44.2,94.3,0,4
27906,Karimnagar,Ellandakunta,17-11-2019,0,21,34.1,41.8,97.5,0,4.8
28231,Khammam,Singareni,17-11-2019,0,20.3,33.5,66.1,97.5,0,0.1
28232,Khammam,Kamepalle,17-11-2019,0,20.6,35.1,47.6,92.9,0,0.1
28233,Khammam,Raghunadhapalem,17-11-2019,0,20.3,32.8,56.1,98,0,1
28234,Khammam,Khammam_Rural,17-11-2019,0,22.3,35.2,55.4,97.4,0,1
28235,Khammam,Thirumalayapalem,17-11-2019,0,20.7,32.5,53,99,0,7.7
28236,Khammam,Kusumanchi,17-11-2019,0,21.1,32.6,58.8,98.2,0,7.7
28237,Khammam,Nelakondapalle,17-11-2019,0,22.3,36.2,44.1,100,0,0.4
28238,Khammam,Mudigonda,17-11-2019,0,22.2,35.6,52.4,99,0,0.4
28239,Khammam,Chinthakani,17-11-2019,0,21.3,33.7,51.4,99.6,0,6.1
28240,Khammam,Khammam_Urban,17-11-2019,0,22,34.4,56.7,97.6,0,1
28241,Khammam,Konijerla,17-11-2019,0,21.2,32.9,58.3,97.2,0,8.8
28242,Khammam,Enkuru,17-11-2019,0,21,34.5,52.3,92.8,0,6
28243,Khammam,Kalluru,17-11-2019,0,21.7,33.7,53.9,95.2,0,0.1
28244,Khammam,Penuballi,17-11-2019,0,21.4,35.8,46.6,93.5,0,7.1
28245,Khammam,Sathupalle,17-11-2019,0,21.5,33.6,56.9,98.9,0,3.1
28246,Khammam,Vemsoor,17-11-2019,0,21,34.2,48.2,91.5,0,5.1
28247,Khammam,Thallada,17-11-2019,0,21.4,32.1,59.2,99.3,0,4.1
28248,Khammam,Wyra,17-11-2019,0,21.4,32.5,57.1,89.4,0,3.5
28249,Khammam,Bonakal,17-11-2019,0,24.3,35.9,50.9,99.9,0,6.1
28250,Khammam,Madhira,17-11-2019,0,21.7,32.8,54.2,100,0,6.6
28251,Khammam,Yerrupalem,17-11-2019,0,20.9,33.2,69.5,98,0,9.6
28272,Adilabad,Bheempoor,18-11-2019,0,14.4,31.3,47.4,97.1,0,1.3
28273,Adilabad,Jainad,18-11-2019,0,14.5,31.3,43.2,99,0,4.7
28274,Adilabad,Bela,18-11-2019,0,15.5,30.4,59.4,86.5,0,13.7
28275,Adilabad,Gadiguda,18-11-2019,0,15.7,32.7,46.9,99.9,0,0.3
28276,Adilabad,Narnoor,18-11-2019,0,16.6,30.2,47.6,93.3,0,2
28277,Adilabad,Inderavelly,18-11-2019,0,17.2,30.6,50.6,91.9,1.2,13.2
28278,Adilabad,Gudihathnur,18-11-2019,0,15.3,30.8,47,87.8,0,7.1
28279,Adilabad,Adilabad Rural,18-11-2019,0,18.9,30.2,54.6,97.1,0.4,7.5
28280,Adilabad,Adilabad Urban,18-11-2019,0,15,31,46.4,98.9,0,4.8
28281,Adilabad,Mavala,18-11-2019,0,14.9,30.3,34.2,100,0,7.7
28282,Adilabad,Tamsi,18-11-2019,0,13.7,30.3,46.3,97.3,0,7.1
28283,Adilabad,Talamadugu,18-11-2019,0,15.4,30.8,44.2,96.2,0,11.7
28284,Adilabad,Bazarhathnoor,18-11-2019,0,14.3,29.6,43.7,87.7,0,9.1
28285,Adilabad,Boath,18-11-2019,0,14.3,29.7,43.7,87.7,0,16.5
28286,Adilabad,Neradigonda,18-11-2019,0,14.3,31,40.9,99.3,0,11
28287,Adilabad,Ichoda,18-11-2019,0,16.2,30.4,48.3,89.5,0,2.4
28288,Adilabad,Sirikonda,18-11-2019,0,16.8,30.1,47.9,92.5,0,2.4
28289,Adilabad,Utnur,18-11-2019,0,14.6,30.2,45.7,98.9,0,1.5
28342,Nizamabad,Navipet,18-11-2019,0,16.4,31.1,44.6,100,0,6.6
28343,Nizamabad,Nandipet,18-11-2019,0,17.6,31.5,49.5,100,0,4.8
28344,Nizamabad,Armur,18-11-2019,0,16.4,30.8,41.6,96.8,0,5.3
28345,Nizamabad,Balkonda,18-11-2019,0,16.2,30,49.3,83.5,0,2.9
28346,Nizamabad,Mupkal,18-11-2019,0,16.7,32.7,38.7,93.2,0,0.4
28347,Nizamabad,Mendora,18-11-2019,0,16.9,31,41.4,96.1,0,3.1
28348,Nizamabad,Yergatla,18-11-2019,0,17.3,33.4,35.1,100,0,0.3
28349,Nizamabad,Kammarpalle,18-11-2019,0,16.9,30.6,43.1,98.1,0,8.6
28350,Nizamabad,Mortad,18-11-2019,0,15.8,31.2,32.7,100,0,5.3
28351,Nizamabad,Vailpur,18-11-2019,0,16.9,32.3,39.9,98.2,0,1.7
28352,Nizamabad,Jakranpalle,18-11-2019,0,16.3,31.5,44.9,97.9,0,5.8
28353,Nizamabad,Makloor,18-11-2019,0,16.2,33,39.6,97.8,0,4.9
28354,Nizamabad,Nizamabad_North,18-11-2019,0,16.5,32.3,40,94.3,0,0.1
28355,Nizamabad,Yeda_Palle,18-11-2019,0,16.8,31.2,40.7,100,0,7.6
28356,Nizamabad,Ranjal,18-11-2019,0,16.6,31.2,42,100,0,7.3
28357,Nizamabad,Bodhan,18-11-2019,0,16.4,31.5,39.1,96.8,0,3.4
28358,Nizamabad,Kotgiri,18-11-2019,0,16.3,30,41.7,90.1,0,0.2
28359,Nizamabad,Rudrur,18-11-2019,0,16.5,31,37.7,96.7,0,2.7
28360,Nizamabad,Varni,18-11-2019,0,15.8,32.9,42.7,94.9,0,1.1
28361,Nizamabad,Nizamabad_Rural,18-11-2019,0,16.1,30.6,45,87,0,0.3
28362,Nizamabad,Nizamabad_South,18-11-2019,0,16.8,32.6,40.3,99.9,0,3.9
28363,Nizamabad,Mugpal,18-11-2019,0,16.3,29.9,40.6,90.1,0,7.8
28364,Nizamabad,Dichpalle,18-11-2019,0,16.3,31.6,44.9,92.9,0,13.9
28365,Nizamabad,Indalwai,18-11-2019,0,14.7,30.9,44.3,100,0,8.8
28366,Nizamabad,Dharpalle,18-11-2019,0,16.6,33.1,40.4,97.9,0,9.6
28367,Nizamabad,Bheemgal,18-11-2019,0,17.1,31,42.3,95.4,0,1.3
28368,Nizamabad,Sirkonda,18-11-2019,0,15.7,32.1,46.8,100,0,7.5
28369,Nizamabad,Mosra,18-11-2019,0,16.2,31.4,45,95.2,0,1.8
28370,Nizamabad,Chandur,18-11-2019,0,15,30.8,43.1,100,0,3.4
28453,Warangal Rural,Parkal,18-11-2019,0,19.6,31.8,43.9,88.7,0,4.6
28454,Warangal Rural,Shayampet,18-11-2019,0,19,32.1,47.7,94.4,0,6.9
28455,Warangal Rural,Damera,18-11-2019,0,19,30.9,53.3,91.1,0.4,5.7
28456,Warangal Rural,Geesugonda,18-11-2019,0,20.4,31.5,56.8,90.1,0,5.5
28457,Warangal Rural,Atmakur,18-11-2019,0,20.4,32.9,64,99.9,0,7.4
28458,Warangal Rural,Duggondi,18-11-2019,0,20.2,32.9,63.6,99.9,0,9.1
28459,Warangal Rural,Nallabelly,18-11-2019,0,21,32.8,57.6,99.9,0,9.1
28460,Warangal Rural,Narsampet,18-11-2019,0,20.6,32.6,55,99.1,0,2.9
28461,Warangal Rural,Khanapur,18-11-2019,0,20,31,56,93.4,0,2.4
28462,Warangal Rural,Chennaraopeta,18-11-2019,0,18.3,31.8,54.2,98.7,0,1.5
28463,Warangal Rural,Sangem,18-11-2019,0,18.7,32,52.4,100,0,3.2
28464,Warangal Rural,Wardhannapet,18-11-2019,0,21.8,32.6,59.9,99.9,0.5,5.4
28465,Warangal Rural,Raiparthy,18-11-2019,0,22.1,32.6,56.7,86.2,1.3,13
28466,Warangal Rural,Parvathagiri,18-11-2019,0,18.8,32.2,52.9,91.8,0,12.7
28467,Warangal Rural,Nekkonda,18-11-2019,0,19.2,32.8,50.7,93.4,0,6.4
28468,Warangal Rural,Nadikuda,18-11-2019,0,18.4,31.4,56.3,96.5,0,1.1
28469,Warangal Urban,Bheemadevarapalle,18-11-2019,0,21.3,32.7,42.1,95.5,0,7.3
28470,Warangal Urban,Velair,18-11-2019,0,17.8,32.7,46.2,100,0,7.6
28471,Warangal Urban,Elkathurthi,18-11-2019,0,20.9,32.2,55.1,92.8,0,3.6
28472,Warangal Urban,Kamalapur,18-11-2019,0,19.6,32.9,46.8,95.8,0,7.6
28473,Warangal Urban,Hasanparthy,18-11-2019,0,18.4,31.2,54.2,95,0,10.7
28474,Warangal Urban,Dharmasagar,18-11-2019,0,19.6,32.5,64.5,94.7,0,7.3
28475,Warangal Urban,Khazipet,18-11-2019,0,19.1,33.6,55.1,99.9,0,8.8
28476,Warangal Urban,Hanamkonda,18-11-2019,0,20.2,32,58,99.9,0,3.7
28477,Warangal Urban,Warangal,18-11-2019,0,20.2,31.8,51.1,94.1,0.7,3.6
28478,Warangal Urban,Khilla_Warangal,18-11-2019,0,20.1,32.6,52.6,91.3,0,1.8
28479,Warangal Urban,Inole,18-11-2019,0,19.1,31.8,60.6,90.6,0,10.5
28480,Karimnagar,Gangadhara,18-11-2019,0,17.6,31.2,46.3,100,0,8.3
28481,Karimnagar,Ramadugu,18-11-2019,0,16.4,30.9,41.9,100,0,4.6
28482,Karimnagar,Choppadandi,18-11-2019,0,18.3,31.1,48.5,91.1,0,3.6
28483,Karimnagar,Karimnagar_Rural,18-11-2019,0,16.7,31.5,49.8,99.5,0,7.4
28484,Karimnagar,Kothapalle,18-11-2019,0,17.4,30.5,48.5,99.6,0,5.2
28485,Karimnagar,Gannervaram,18-11-2019,0,16.9,31.4,45.7,96.4,0,13.1
28486,Karimnagar,Karimnagar,18-11-2019,0,18.9,32.7,40.6,84.3,0,2.5
28487,Karimnagar,Manakondur,18-11-2019,0,18.5,31.4,47.4,96.4,0,8.8
28488,Karimnagar,Thimmapur,18-11-2019,0,17.8,32.4,48.6,100,0,9.6
28489,Karimnagar,Chigurumamidi,18-11-2019,0,16.7,33.7,38.5,100,0,5.1
28490,Karimnagar,V_Saidapur,18-11-2019,0,19.8,32.3,40.2,98.7,0,8.1
28491,Karimnagar,Shankarapatnam,18-11-2019,0,19.1,32.6,40.8,99.7,0,11
28492,Karimnagar,Veenavanka,18-11-2019,0,18.2,31.5,47.5,92.6,0,6.7
28493,Karimnagar,Huzurabad,18-11-2019,0,20.2,30.7,41.4,95.3,0,11
28494,Karimnagar,Jammikunta,18-11-2019,0,18.6,32.4,46.3,91.6,0,5.2
28495,Karimnagar,Ellandakunta,18-11-2019,0,19.5,33.3,47.5,94.5,0,6.8
28820,Khammam,Singareni,18-11-2019,0,20.3,36.2,55.8,95.4,0,1.1
28821,Khammam,Kamepalle,18-11-2019,0,20.9,34.6,48.6,90.5,0,0.1
28822,Khammam,Raghunadhapalem,18-11-2019,0,20.8,32.7,54.8,97.2,0,1.8
28823,Khammam,Khammam_Rural,18-11-2019,0,23.3,35.2,55.8,94.1,0,0.8
28824,Khammam,Thirumalayapalem,18-11-2019,0,20.2,33.1,51.1,97.5,0,11.4
28825,Khammam,Kusumanchi,18-11-2019,0,20.5,32.6,55.4,96.9,0,11.4
28826,Khammam,Nelakondapalle,18-11-2019,0,22.1,35.8,37.9,100,0,1.4
28827,Khammam,Mudigonda,18-11-2019,0,22.1,35.5,44.9,96.1,0,1.4
28828,Khammam,Chinthakani,18-11-2019,0,21.4,34.8,48.1,99.1,0,7.7
28829,Khammam,Khammam_Urban,18-11-2019,0,22.6,34.9,54.5,95.2,0,0.8
28830,Khammam,Konijerla,18-11-2019,0,21.5,33.3,59.5,96.3,0,7.7
28831,Khammam,Enkuru,18-11-2019,0,22.1,35,52.4,92.1,0,5.7
28832,Khammam,Kalluru,18-11-2019,0,22.4,34.9,63.1,83.9,0,4.7
28833,Khammam,Penuballi,18-11-2019,0,22.2,35,46,92.7,0,5.9
28834,Khammam,Sathupalle,18-11-2019,0,22.1,34.1,55.9,98.9,0,5.9
28835,Khammam,Vemsoor,18-11-2019,0,22.5,33.1,51.1,91.5,0,10.2
28836,Khammam,Thallada,18-11-2019,0,22.1,32.3,60.2,96.3,0,9.1
28837,Khammam,Wyra,18-11-2019,0,22.1,33.5,57.5,87.9,0,6.1
28838,Khammam,Bonakal,18-11-2019,0,24.1,34.8,51.9,100,0,7
28839,Khammam,Madhira,18-11-2019,0,22.5,32.8,58.8,98.3,0,8.3
28840,Khammam,Yerrupalem,18-11-2019,0,22.2,33.9,72.8,97.3,0,8.6
28861,Adilabad,Bheempoor,19-11-2019,0,13.9,30.7,42.8,97.2,0,0.9
28862,Adilabad,Jainad,19-11-2019,0,14.5,30.9,45.4,99.2,0,7.1
28863,Adilabad,Bela,19-11-2019,0,16.2,29.8,60.7,88.5,0,13.3
28864,Adilabad,Gadiguda,19-11-2019,0,16.2,30.1,49.7,99.9,0,7.7
28865,Adilabad,Narnoor,19-11-2019,0,17.8,29.5,47.1,95.9,0,4.5
28866,Adilabad,Inderavelly,19-11-2019,0,17.4,30.4,46.5,97.7,0,13.8
28867,Adilabad,Gudihathnur,19-11-2019,0,16,30.4,45.8,88.8,0,6.8
28868,Adilabad,Adilabad Rural,19-11-2019,0,16,30.1,45.2,98.7,0,8.7
28869,Adilabad,Adilabad Urban,19-11-2019,0,14.9,30.8,43.7,99.3,0,6.4
28870,Adilabad,Mavala,19-11-2019,0,14.8,30.3,35.2,100,0,10.8
28871,Adilabad,Tamsi,19-11-2019,0,13.7,30.5,40.1,98.3,0,8.1
28872,Adilabad,Talamadugu,19-11-2019,0,15.6,30.7,42.7,96.6,0,11.3
28873,Adilabad,Bazarhathnoor,19-11-2019,0,14.8,29.7,39.1,86.9,0,10.8
28874,Adilabad,Boath,19-11-2019,0,14.8,29.7,39.1,88.6,0,19.3
28875,Adilabad,Neradigonda,19-11-2019,0,14.8,30.7,39.1,74.3,4,12.5
28876,Adilabad,Ichoda,19-11-2019,0,16.1,30.6,41.6,71.3,0,2.2
28877,Adilabad,Sirikonda,19-11-2019,0,16.1,31,35.6,95,0,2.2
28878,Adilabad,Utnur,19-11-2019,0,16.2,29.9,41.8,97.5,0,2.6
28931,Nizamabad,Navipet,19-11-2019,0,17,30.1,40.9,100,0,11.7
28932,Nizamabad,Nandipet,19-11-2019,0,18.3,31,47.7,99.5,0,7
28933,Nizamabad,Armur,19-11-2019,0,17.2,30.6,41,96.9,0,4.6
28934,Nizamabad,Balkonda,19-11-2019,0,17.4,29.4,50.2,82.9,0,4.6
28935,Nizamabad,Mupkal,19-11-2019,0,17.4,31.8,46.3,89.6,0,8.8
28936,Nizamabad,Mendora,19-11-2019,0,17.4,30.7,41.9,95.9,0,5.7
28937,Nizamabad,Yergatla,19-11-2019,0,17.7,32.9,35.7,100,0,2.5
28938,Nizamabad,Kammarpalle,19-11-2019,0,18.1,30.2,43.5,94.1,0,6.5
28939,Nizamabad,Mortad,19-11-2019,0,16.7,30.9,35.5,100,0,5.3
28940,Nizamabad,Vailpur,19-11-2019,0,17.9,31.7,43,98.1,0,1.4
28941,Nizamabad,Jakranpalle,19-11-2019,0,17.1,30.3,46.3,98.3,0,4.9
28942,Nizamabad,Makloor,19-11-2019,0,17,32.3,40.6,97.4,0,4.3
28943,Nizamabad,Nizamabad_North,19-11-2019,0,17.1,32.4,42.9,95.7,0,0.3
28944,Nizamabad,Yeda_Palle,19-11-2019,0,17.5,30.7,40.2,100,0,8.7
28945,Nizamabad,Ranjal,19-11-2019,0,17.3,30.5,41.9,100,0,7.7
28946,Nizamabad,Bodhan,19-11-2019,0,16.6,31.4,39.3,94.2,0,6.4
28947,Nizamabad,Kotgiri,19-11-2019,0,16.4,29.4,37.5,88.7,0,0.1
28948,Nizamabad,Rudrur,19-11-2019,0,17.2,30.8,38,75.8,0,0.5
28949,Nizamabad,Varni,19-11-2019,0,17,31.6,43.1,95,0,1.4
28950,Nizamabad,Nizamabad_Rural,19-11-2019,0,17,31.3,38.7,99.5,0,7.6
28951,Nizamabad,Nizamabad_South,19-11-2019,0,17.3,32.7,40.3,97.8,0,0.3
28952,Nizamabad,Mugpal,19-11-2019,0,17.3,29.4,44.5,90.6,0,6.5
28953,Nizamabad,Dichpalle,19-11-2019,0,17,30.8,46.6,92.9,0,9.8
28954,Nizamabad,Indalwai,19-11-2019,0,15.8,30,47.1,100,0,6.8
28955,Nizamabad,Dharpalle,19-11-2019,0,16.7,30.9,44.2,97.7,0,5.6
28956,Nizamabad,Bheemgal,19-11-2019,0,18,30.6,43.6,95.5,0,1.5
28957,Nizamabad,Sirkonda,19-11-2019,0,17,32,45.7,98.7,0,7.6
28958,Nizamabad,Mosra,19-11-2019,0,17.1,30.9,40.5,95.6,0,1.7
28959,Nizamabad,Chandur,19-11-2019,0,16.2,31,39.4,100,0,1.3
29042,Warangal Rural,Parkal,19-11-2019,0,20.3,31.3,42.8,97.8,0,4
29043,Warangal Rural,Shayampet,19-11-2019,0,20.3,32.2,50.5,97.9,0,7.4
29044,Warangal Rural,Damera,19-11-2019,0,19.1,30.6,50.3,99,0,8.7
29045,Warangal Rural,Geesugonda,19-11-2019,0,20.6,31.4,53.3,94.3,0,1.7
29046,Warangal Rural,Atmakur,19-11-2019,0,21.3,33.2,58.5,99.9,0,11.2
29047,Warangal Rural,Duggondi,19-11-2019,0,21.8,32.8,62,99.9,0,8
29048,Warangal Rural,Nallabelly,19-11-2019,0,21.8,32.4,50,99.9,0,10.3
29049,Warangal Rural,Narsampet,19-11-2019,0,21.6,33.2,51,99.9,0,3.5
29050,Warangal Rural,Khanapur,19-11-2019,0,19.9,30.9,55.5,94.1,0,2.1
29051,Warangal Rural,Chennaraopeta,19-11-2019,0,19.4,31.5,53.3,99.1,0,1.4
29052,Warangal Rural,Sangem,19-11-2019,0,19.4,32.1,47.2,100,0,4.2
29053,Warangal Rural,Wardhannapet,19-11-2019,0,21.7,34.8,55,99.9,0,5.3
29054,Warangal Rural,Raiparthy,19-11-2019,0,22.4,32.6,46,89.5,0,12.5
29055,Warangal Rural,Parvathagiri,19-11-2019,0,19.6,32.2,49.1,94.5,0,9
29056,Warangal Rural,Nekkonda,19-11-2019,0,20.3,33,46,93.1,0,6.8
29057,Warangal Rural,Nadikuda,19-11-2019,0,19.4,31.3,54,97.3,0,0.9
29058,Warangal Urban,Bheemadevarapalle,19-11-2019,0,19.9,32.9,45.2,100,0,4.6
29059,Warangal Urban,Velair,19-11-2019,0,18.2,32.3,46.2,100,0,6.1
29060,Warangal Urban,Elkathurthi,19-11-2019,0,20.4,32,52.9,99.9,0,0.6
29061,Warangal Urban,Kamalapur,19-11-2019,0,20,32.6,51,100,0,7.9
29062,Warangal Urban,Hasanparthy,19-11-2019,0,18.9,30.7,51.5,96.6,0,7.7
29063,Warangal Urban,Dharmasagar,19-11-2019,0,20.5,32.1,54.9,98.2,0,6.8
29064,Warangal Urban,Khazipet,19-11-2019,0,19.8,33.3,50.6,99.9,0,6
29065,Warangal Urban,Hanamkonda,19-11-2019,0,22.4,32.2,51,99.9,0,2.3
29066,Warangal Urban,Warangal,19-11-2019,0,22.4,32.3,46,99.2,0,3.9
29067,Warangal Urban,Khilla_Warangal,19-11-2019,0,20.7,32.6,50.1,96.2,0,1.6
29068,Warangal Urban,Inole,19-11-2019,0,19.8,31.6,57.2,96,0,10.7
29069,Karimnagar,Gangadhara,19-11-2019,0,17.5,30.4,40,100,0,7.7
29070,Karimnagar,Ramadugu,19-11-2019,0,17.5,30.6,40.8,100,0,4.4
29071,Karimnagar,Choppadandi,19-11-2019,0,18.4,31,49.8,96,0,4.6
29072,Karimnagar,Karimnagar_Rural,19-11-2019,0,17.9,30.8,54.8,99.5,0,8.8
29073,Karimnagar,Kothapalle,19-11-2019,0,18.5,30.8,50.1,100,0,4
29074,Karimnagar,Gannervaram,19-11-2019,0,17.7,30.2,48.6,96.5,0,8.6
29075,Karimnagar,Karimnagar,19-11-2019,0,19.5,31.6,44.7,91,0,4.6
29076,Karimnagar,Manakondur,19-11-2019,0,19,31.4,49.5,99,0,7.1
29077,Karimnagar,Thimmapur,19-11-2019,0,19.2,31.3,51.6,100,0,10.1
29078,Karimnagar,Chigurumamidi,19-11-2019,0,17.9,33.6,40.6,100,0,6.8
29079,Karimnagar,V_Saidapur,19-11-2019,0,19.2,32.3,39.4,100,0,8.6
29080,Karimnagar,Shankarapatnam,19-11-2019,0,18.8,32.3,41,100,0,8.6
29081,Karimnagar,Veenavanka,19-11-2019,0,18.7,30.7,48.2,93.4,0,5.7
29082,Karimnagar,Huzurabad,19-11-2019,0,19.8,30.9,41.5,100,0,8.6
29083,Karimnagar,Jammikunta,19-11-2019,0,19.3,32.6,45.5,94.6,0,5.5
29084,Karimnagar,Ellandakunta,19-11-2019,0,19.8,32.7,48.8,97.1,0,8.8
29409,Khammam,Singareni,19-11-2019,0,21.3,34.9,57.6,96.3,0,2.1
29410,Khammam,Kamepalle,19-11-2019,0,21.8,33.9,51.2,90.7,0,1.6
29411,Khammam,Raghunadhapalem,19-11-2019,0,21.8,32.4,56.5,97.6,0,1.1
29412,Khammam,Khammam_Rural,19-11-2019,0,24.5,34.5,55.4,94.7,0,0.7
29413,Khammam,Thirumalayapalem,19-11-2019,0,21.7,32.7,52.8,97.3,0,8.5
29414,Khammam,Kusumanchi,19-11-2019,0,22.3,32.6,58.6,97.3,0,8.5
29415,Khammam,Nelakondapalle,19-11-2019,0,23.7,36.5,45.8,98.2,0,1.5
29416,Khammam,Mudigonda,19-11-2019,0,24.7,34.3,51.1,94.5,0,1.5
29417,Khammam,Chinthakani,19-11-2019,0,23.6,33.8,52.6,99.1,0,0.7
29418,Khammam,Khammam_Urban,19-11-2019,0,23.8,34.3,55.6,95.9,0,0.7
29419,Khammam,Konijerla,19-11-2019,0,22.9,32.7,58.3,95.6,0,7.7
29420,Khammam,Enkuru,19-11-2019,0,22.5,34.5,54.1,92.7,0,6.5
29421,Khammam,Kalluru,19-11-2019,0,23.9,33,50.6,84.5,0,5.2
29422,Khammam,Penuballi,19-11-2019,0,23.4,35.4,44.3,91.8,0,8.8
29423,Khammam,Sathupalle,19-11-2019,0,23.7,33.9,61.5,98.5,0,3.5
29424,Khammam,Vemsoor,19-11-2019,0,23.5,34.7,51.2,90.1,0,5.3
29425,Khammam,Thallada,19-11-2019,0,23.5,33,71.6,90.7,0,10.2
29426,Khammam,Wyra,19-11-2019,0,23,33.4,57.8,86.9,0,5.3
29427,Khammam,Bonakal,19-11-2019,0,23.5,35.4,63.2,100,0,8.8
29428,Khammam,Madhira,19-11-2019,0,24.3,32.4,70.8,99.2,0,6.9
29429,Khammam,Yerrupalem,19-11-2019,0,25,33.8,73.8,94.7,0,6.9
29450,Adilabad,Bheempoor,20-11-2019,0,13.4,32,42.4,97.3,0,0.9
29451,Adilabad,Jainad,20-11-2019,0,14.1,30.7,46,99.2,0,1.3
29452,Adilabad,Bela,20-11-2019,0,15.5,30.4,58.1,86.7,0.1,8.1
29453,Adilabad,Gadiguda,20-11-2019,0,15.9,33,43.2,99.9,0,0.1
29454,Adilabad,Narnoor,20-11-2019,0,15.8,31,44.8,96.4,0,1.4
29455,Adilabad,Inderavelly,20-11-2019,0,16.3,32.6,45.6,93.1,0,8.8
29456,Adilabad,Gudihathnur,20-11-2019,0,15.3,32.1,40,89.7,0,4.9
29457,Adilabad,Adilabad Rural,20-11-2019,0,16.2,30.2,50.4,97.5,0,5.5
29458,Adilabad,Adilabad Urban,20-11-2019,0,14,31,43.4,99.7,0,3.1
29459,Adilabad,Mavala,20-11-2019,0,14.1,30.5,34.2,100,0,6.5
29460,Adilabad,Tamsi,20-11-2019,0,13.1,30.9,44,98.2,0,5.5
29461,Adilabad,Talamadugu,20-11-2019,0,14.9,31,41.2,96.6,0,8.5
29462,Adilabad,Bazarhathnoor,20-11-2019,0,13.7,30.4,38.5,87.3,0,4.4
29463,Adilabad,Boath,20-11-2019,0,13.8,30.8,37.7,89.5,0,7.2
29464,Adilabad,Neradigonda,20-11-2019,0,13.8,32.5,40.8,99.9,0,6.9
29465,Adilabad,Ichoda,20-11-2019,0,15.3,31.5,40.6,92.5,0,1.3
29466,Adilabad,Sirikonda,20-11-2019,0,15.3,31,39.7,95.4,0,1.3
29467,Adilabad,Utnur,20-11-2019,0,14.2,30.7,42.6,98.6,0,1.6
29520,Nizamabad,Navipet,20-11-2019,0,16.3,32.1,42.2,100,0,7
29521,Nizamabad,Nandipet,20-11-2019,0,17.7,30.8,52.2,98.5,0,1.1
29522,Nizamabad,Armur,20-11-2019,0,16.8,31.1,38.7,97.1,0,1.2
29523,Nizamabad,Balkonda,20-11-2019,0,16.7,30.6,49.9,83.6,0,0.7
29524,Nizamabad,Mupkal,20-11-2019,0,14.6,32.3,42,96.3,0,0.2
29525,Nizamabad,Mendora,20-11-2019,0,17.1,31.3,48,96.5,0,0.3
29526,Nizamabad,Yergatla,20-11-2019,0,16.7,32.6,36.8,100,0,0.6
29527,Nizamabad,Kammarpalle,20-11-2019,0,17.8,30.5,44.4,96.2,0,1.7
29528,Nizamabad,Mortad,20-11-2019,0,16.2,31.5,37.1,100,0,2
29529,Nizamabad,Vailpur,20-11-2019,0,17.1,31.7,45.5,98,0,1
29530,Nizamabad,Jakranpalle,20-11-2019,0,17.1,31.3,46.2,97.6,0,3.5
29531,Nizamabad,Makloor,20-11-2019,0,16.5,32.9,41.7,97.1,0,2.2
29532,Nizamabad,Nizamabad_North,20-11-2019,0,18.1,31.9,45,94,0,0.1
29533,Nizamabad,Yeda_Palle,20-11-2019,0,17.1,32.5,38.8,100,0,6
29534,Nizamabad,Ranjal,20-11-2019,0,16.9,32.2,41.2,96.6,0,5.3
29535,Nizamabad,Bodhan,20-11-2019,0,17,32.2,41.2,96.5,0,3.7
29536,Nizamabad,Kotgiri,20-11-2019,0,17.3,31.7,59.9,89.9,0,0.1
