,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
1388,Karimnagar,Choppadandi,03-10-2019,0,23.7,32.8,76.9,99.1,0,4.7
1389,Karimnagar,Karimnagar_Rural,03-10-2019,0,23.9,33.4,82.1,99.5,0,8
1390,Karimnagar,Kothapalle,03-10-2019,0,23.7,32.4,62.6,100,0,2.3
1391,Karimnagar,Gannervaram,03-10-2019,0,23.3,32.8,66.2,97.7,0,9.9
1392,Karimnagar,Karimnagar,03-10-2019,0,24.6,33.9,58.2,97.5,0,4.6
1393,Karimnagar,Manakondur,03-10-2019,0,24.1,33.2,74.4,99.5,0,8.4
1394,Karimnagar,Thimmapur,03-10-2019,0,24.3,34.8,76,100,0,7.5
1395,Karimnagar,Chigurumamidi,03-10-2019,0,23.4,33.5,75,100,0,4.8
1396,Karimnagar,V_Saidapur,03-10-2019,0,23.8,33.4,70.4,97.1,0,9.9
1397,Karimnagar,Shankarapatnam,03-10-2019,0,24.3,34.2,81.2,100,0,9.9
1398,Karimnagar,Veenavanka,03-10-2019,0,24.2,33.4,65.5,95.9,0,6.5
1399,Karimnagar,Huzurabad,03-10-2019,0,22.4,33.1,61.5,91.4,0,10.1
1400,Karimnagar,Jammikunta,03-10-2019,0,24.4,34.5,65.5,98.7,0,2.3
1401,Karimnagar,Ellandakunta,03-10-2019,0,24.4,33.8,69.2,100,0,6.3
1726,Khammam,Singareni,03-10-2019,0,25.6,34.9,50.7,94.3,0,0.1
1727,Khammam,Kamepalle,03-10-2019,0,24.4,35.1,60.9,92,0,0.1
1728,Khammam,Raghunadhapalem,03-10-2019,0.3,24.8,34.9,68,99.2,0,3.7
1729,Khammam,Khammam_Rural,03-10-2019,0,25.1,35.4,73.6,99.9,0,0.8
1730,Khammam,Thirumalayapalem,03-10-2019,1.3,24.8,35,70.3,96.2,0,14.3
1731,Khammam,Kusumanchi,03-10-2019,11.9,26.3,36.4,56.5,87.4,0,7.8
1732,Khammam,Nelakondapalle,03-10-2019,1.3,25.9,35.2,62.4,100,0,1.6
1733,Khammam,Mudigonda,03-10-2019,0.8,26.1,36,61.9,100,0,1.2
1734,Khammam,Chinthakani,03-10-2019,0,24.9,36.2,53.1,94.3,0,6.1
1735,Khammam,Khammam_Urban,03-10-2019,0,25.2,35.1,69.1,98.2,0,0.8
1736,Khammam,Konijerla,03-10-2019,0,25.2,34.2,68.3,99.1,0,7.7
1737,Khammam,Enkuru,03-10-2019,0,25.4,35.2,65.2,94.4,0,5.2
1738,Khammam,Kalluru,03-10-2019,0,24.8,35.4,71.2,97.1,0,0.2
1739,Khammam,Penuballi,03-10-2019,0.2,24.8,35.2,67.1,95.3,0,0.2
1740,Khammam,Sathupalle,03-10-2019,1.4,24.1,34.8,66.2,98.9,0,8.4
1741,Khammam,Vemsoor,03-10-2019,0,22.4,34.2,60.7,92,0,6
1742,Khammam,Thallada,03-10-2019,0.4,25.4,35.3,64.4,100,0,5.4
1743,Khammam,Wyra,03-10-2019,0,25.2,34.9,73.9,100,0,4.7
1744,Khammam,Bonakal,03-10-2019,0,24.9,35.6,55.7,94.3,0,8.7
1745,Khammam,Madhira,03-10-2019,0,25.5,34.7,59.7,93.9,0,2.7
1746,Khammam,Yerrupalem,03-10-2019,0,25.5,33.7,65.5,96.3,0,12
1767,Adilabad,Bheempoor,04-10-2019,1.5,22.8,33.3,64,98.4,0,1.2
1768,Adilabad,Jainad,04-10-2019,0,22.8,33.8,64,99.4,0,6.6
1769,Adilabad,Bela,04-10-2019,0,23.7,32.9,70.3,92.6,0,10.9
1770,Adilabad,Gadiguda,04-10-2019,0,23.4,32.6,74.5,99.9,0,10.5
1771,Adilabad,Narnoor,04-10-2019,0,23.2,31.3,67.6,99.2,0,10.5
1772,Adilabad,Inderavelly,04-10-2019,0,22.4,31.5,64.2,100,0,9.1
1773,Adilabad,Gudihathnur,04-10-2019,0,22.3,33.1,53.1,93.5,0,5
1774,Adilabad,Adilabad Rural,04-10-2019,0.5,23,34.8,63.1,98.9,0,9.1
1775,Adilabad,Adilabad Urban,04-10-2019,0,23.1,33.4,56.2,98.9,0,1.5
1776,Adilabad,Mavala,04-10-2019,0,23.4,33.3,46.5,99.5,0,8.7
1777,Adilabad,Tamsi,04-10-2019,0,22.2,32.6,56.8,100,0,2.1
1778,Adilabad,Talamadugu,04-10-2019,0,23,33,62.5,94.9,0,9.6
1779,Adilabad,Bazarhathnoor,04-10-2019,0,21.4,31.4,56.3,100,0,13
1780,Adilabad,Boath,04-10-2019,0,22.5,32,54.7,93.1,0,13
1781,Adilabad,Neradigonda,04-10-2019,0,23.7,33.9,64.5,99.9,0,2.1
1782,Adilabad,Ichoda,04-10-2019,0,22.5,33.3,70.6,99.9,0,5
1783,Adilabad,Sirikonda,04-10-2019,0,22.9,32.7,56.7,98.1,0,2.1
1784,Adilabad,Utnur,04-10-2019,0,22.8,32.3,62.1,99.8,0,1.3
1837,Nizamabad,Navipet,04-10-2019,0,23.4,35.1,72,100,0,5.8
1838,Nizamabad,Nandipet,04-10-2019,0,23.6,33.3,68.6,98.4,0,9.1
1839,Nizamabad,Armur,04-10-2019,0,23.1,32.3,61.7,96.6,0,9.1
1840,Nizamabad,Balkonda,04-10-2019,0,23.9,31.9,64.7,82.2,0,0.4
1841,Nizamabad,Mupkal,04-10-2019,0,20.2,34,58.2,96.1,0,0.4
1842,Nizamabad,Mendora,04-10-2019,0,23.9,34.6,56.9,97.5,0,0.4
1843,Nizamabad,Yergatla,04-10-2019,0,23.7,33.6,56.6,100,0,4.5
1844,Nizamabad,Kammarpalle,04-10-2019,0,23.1,31.6,56.9,98.7,0,1.8
1845,Nizamabad,Mortad,04-10-2019,0,23.3,35.2,52.5,100,0,1.6
1846,Nizamabad,Vailpur,04-10-2019,0,23.8,33.4,59.4,98,0,1
1847,Nizamabad,Jakranpalle,04-10-2019,0,23.4,33.1,64.1,96.1,0,0.9
1848,Nizamabad,Makloor,04-10-2019,0,23.6,32.2,64.9,96.2,0,5.7
1849,Nizamabad,Nizamabad_North,04-10-2019,0,24.3,32.9,63,93,0,0.1
1850,Nizamabad,Yeda_Palle,04-10-2019,0,23.8,32.5,74.5,100,0,4.2
1851,Nizamabad,Ranjal,04-10-2019,0,23.5,32.8,74.2,91.7,0,3
1852,Nizamabad,Bodhan,04-10-2019,0,23.1,32.2,65.9,93,0,9.7
1853,Nizamabad,Kotgiri,04-10-2019,0,23.7,31.5,52.5,91.9,0,0.3
1854,Nizamabad,Rudrur,04-10-2019,0,23.6,32.3,58,78.8,0,9.7
1855,Nizamabad,Varni,04-10-2019,0,23.1,33.5,63.9,95.7,0,1.2
1856,Nizamabad,Nizamabad_Rural,04-10-2019,0,23.3,30.8,67,100,0,0.1
1857,Nizamabad,Nizamabad_South,04-10-2019,0,23.1,33.2,62.1,100,0,0.1
1858,Nizamabad,Mugpal,04-10-2019,0,23.9,31.3,64.1,88.2,0,1.8
1859,Nizamabad,Dichpalle,04-10-2019,0,23.1,31.1,60.1,79.6,0,13.7
1860,Nizamabad,Indalwai,04-10-2019,0,22.8,31.3,87,100,0,13.7
1861,Nizamabad,Dharpalle,04-10-2019,0,23.2,31.9,65.4,97.2,0,3.2
1862,Nizamabad,Bheemgal,04-10-2019,0,22.4,32.7,54.7,95.1,0,1.3
1863,Nizamabad,Sirkonda,04-10-2019,0,23.2,34,65.7,98.6,0,7.5
1864,Nizamabad,Mosra,04-10-2019,0,23.2,31.4,72.1,96,0,0.9
1865,Nizamabad,Chandur,04-10-2019,0,23.5,31.3,69.2,76.9,0,2.6
1948,Warangal Rural,Parkal,04-10-2019,0,23.7,34.1,52.7,100,0.2,1.6
1949,Warangal Rural,Shayampet,04-10-2019,0,24.9,34.8,63.4,97.8,0,11.3
1950,Warangal Rural,Damera,04-10-2019,0,22.7,33.5,65.2,99.8,0,12.6
1951,Warangal Rural,Geesugonda,04-10-2019,2,23.6,33.5,65.4,95.6,0,6.3
1952,Warangal Rural,Atmakur,04-10-2019,0,24.9,35.2,71.4,99.5,0,11.3
1953,Warangal Rural,Duggondi,04-10-2019,0,24.9,35.8,65,99.9,0,8.2
1954,Warangal Rural,Nallabelly,04-10-2019,0,23.3,34.4,65,99.6,0,2.2
1955,Warangal Rural,Narsampet,04-10-2019,0,24.1,35.2,69,99.9,0,6.3
1956,Warangal Rural,Khanapur,04-10-2019,2.6,22.9,32.4,67.8,97.2,0,1.5
1957,Warangal Rural,Chennaraopeta,04-10-2019,0,22.8,32.9,66.6,98.9,0,1.2
1958,Warangal Rural,Sangem,04-10-2019,22.2,22.7,33.6,71.2,100,0,11.9
1959,Warangal Rural,Wardhannapet,04-10-2019,0,23.1,35.7,72.8,99.9,0,15.7
1960,Warangal Rural,Raiparthy,04-10-2019,0,23.2,34.4,61.9,82.9,0,15.7
1961,Warangal Rural,Parvathagiri,04-10-2019,6.5,23.8,34.3,68.9,99.2,0,13.6
1962,Warangal Rural,Nekkonda,04-10-2019,2.1,23.7,35.2,63.4,93.5,0,5.4
1963,Warangal Rural,Nadikuda,04-10-2019,0,23.1,33.8,58.4,97.8,0,1
1964,Warangal Urban,Bheemadevarapalle,04-10-2019,0,22.5,34.9,77.4,99.6,0,3
1965,Warangal Urban,Velair,04-10-2019,0,21.9,32.9,89.9,100,0,1.7
1966,Warangal Urban,Elkathurthi,04-10-2019,0,23.6,33.5,65.6,99.1,0,0.3
1967,Warangal Urban,Kamalapur,04-10-2019,0,23.6,35.2,58.8,100,0,9.9
1968,Warangal Urban,Hasanparthy,04-10-2019,0,23.5,34.4,61.4,97.1,0,9.5
1969,Warangal Urban,Dharmasagar,04-10-2019,16.1,22.9,34.2,73.9,98.4,0,6.5
1970,Warangal Urban,Khazipet,04-10-2019,15,22.6,35.1,75.7,98,0,7.6
1971,Warangal Urban,Hanamkonda,04-10-2019,2.6,24.9,35.2,71.9,100,0,3.4
1972,Warangal Urban,Warangal,04-10-2019,2.1,24.9,34.4,78,100,0,3.4
1973,Warangal Urban,Khilla_Warangal,04-10-2019,18.5,24.1,35.4,70.9,100,0,4.3
1974,Warangal Urban,Inole,04-10-2019,0,22.5,32.3,62.5,96.2,0,3.4
1975,Karimnagar,Gangadhara,04-10-2019,0,22.5,32.4,72,100,0,9.5
1976,Karimnagar,Ramadugu,04-10-2019,0,22.7,33.2,69,100,0,3.3
1977,Karimnagar,Choppadandi,04-10-2019,0,23.1,34.1,69.5,99,0,2.6
1978,Karimnagar,Karimnagar_Rural,04-10-2019,9,23.3,32.8,71.7,99.6,0,7.2
1979,Karimnagar,Kothapalle,04-10-2019,2.8,22.9,32.1,71.3,100,0,5.3
1980,Karimnagar,Gannervaram,04-10-2019,0.5,22.6,33.7,61.3,97.4,0,8.6
1981,Karimnagar,Karimnagar,04-10-2019,15,23.6,33.2,69.8,99.8,0,7.2
1982,Karimnagar,Manakondur,04-10-2019,1.6,23.2,33.2,72.2,98.6,0,5.5
1983,Karimnagar,Thimmapur,04-10-2019,14.8,23.9,33.8,78.4,100,0,8.4
1984,Karimnagar,Chigurumamidi,04-10-2019,0,22.1,34.6,61.5,100,0,3.1
1985,Karimnagar,V_Saidapur,04-10-2019,0,22.5,33.7,63.1,96.9,0,3.1
1986,Karimnagar,Shankarapatnam,04-10-2019,0,22.5,33.6,82,100,0,10.8
1987,Karimnagar,Veenavanka,04-10-2019,0,23,34,65.4,95.9,0,5.3
1988,Karimnagar,Huzurabad,04-10-2019,0,22.4,34,58.1,90.8,0,10.8
1989,Karimnagar,Jammikunta,04-10-2019,0.9,23.5,35.7,60.8,99.2,0,4.2
1990,Karimnagar,Ellandakunta,04-10-2019,0,23.8,35.7,59,100,0,9.2
2315,Khammam,Singareni,04-10-2019,0,24.3,35.1,64.1,94.8,0,2.2
2316,Khammam,Kamepalle,04-10-2019,0,23,35.6,58.9,91.8,0,2.2
2317,Khammam,Raghunadhapalem,04-10-2019,0,23.5,35,63.4,98,0,5
2318,Khammam,Khammam_Rural,04-10-2019,0,24.9,35.9,57.2,99.9,0,1.3
2319,Khammam,Thirumalayapalem,04-10-2019,12.4,22.9,34.8,62.6,96,0,22.3
2320,Khammam,Kusumanchi,04-10-2019,62.2,23.4,36.4,54,84.7,0,6.1
2321,Khammam,Nelakondapalle,04-10-2019,13,24.9,35.7,57.9,100,0,0.2
2322,Khammam,Mudigonda,04-10-2019,0,24.6,36,59.7,99.9,0,11.8
2323,Khammam,Chinthakani,04-10-2019,0,23.2,35.9,50.6,94.3,0,6.9
2324,Khammam,Khammam_Urban,04-10-2019,0,24.7,35.5,63.4,97.8,0,1.3
2325,Khammam,Konijerla,04-10-2019,0,23.9,35.3,62.5,99.5,0,7.7
2326,Khammam,Enkuru,04-10-2019,0,24.8,35.2,64.7,94.5,0,5.7
2327,Khammam,Kalluru,04-10-2019,4.9,24,35.4,72.9,97.5,0,0.1
2328,Khammam,Penuballi,04-10-2019,5.3,24.1,34.8,66.2,96.9,0,0.1
2329,Khammam,Sathupalle,04-10-2019,2.2,23.9,33.9,70.1,99.1,0,6.1
2330,Khammam,Vemsoor,04-10-2019,15.8,22.4,34.8,59.1,92.8,0,6.1
2331,Khammam,Thallada,04-10-2019,0,24.5,35.8,63.6,100,0,9
2332,Khammam,Wyra,04-10-2019,0,24.5,35.5,72.8,100,0,4.3
2333,Khammam,Bonakal,04-10-2019,0,23.3,35.3,55.9,94.3,0,7.9
2334,Khammam,Madhira,04-10-2019,0,23.3,35,60.8,94.1,0,7.9
2335,Khammam,Yerrupalem,04-10-2019,0,23.5,34.8,60.5,97.5,0,6.5
2356,Adilabad,Bheempoor,05-10-2019,0,22.5,33.8,59.6,98,0,1.3
2357,Adilabad,Jainad,05-10-2019,0,22.5,33.2,61.5,99.5,0,9
2358,Adilabad,Bela,05-10-2019,0,22.5,32.9,70.5,98.7,0,11.4
2359,Adilabad,Gadiguda,05-10-2019,0,22.4,33.3,77.5,100,0,4
2360,Adilabad,Narnoor,05-10-2019,0,22.6,30.8,69.5,98.9,0,4
2361,Adilabad,Inderavelly,05-10-2019,0,21.8,31,65.2,100,0,10.4
2362,Adilabad,Gudihathnur,05-10-2019,0,21.4,32,55.8,94.1,0,1.5
2363,Adilabad,Adilabad Rural,05-10-2019,0,22.4,35,63.8,99.7,0,10.4
2364,Adilabad,Adilabad Urban,05-10-2019,0,22.7,32.9,61.6,98.6,0,1.6
2365,Adilabad,Mavala,05-10-2019,0,22.4,32.6,48,100,0,13.1
2366,Adilabad,Tamsi,05-10-2019,0,21.9,32.5,60.9,100,0,0.9
2367,Adilabad,Talamadugu,05-10-2019,0,22.5,32.7,63.2,94.8,0,11
2368,Adilabad,Bazarhathnoor,05-10-2019,0,20.9,31.5,61.3,100,0,13.9
2369,Adilabad,Boath,05-10-2019,0,21.4,32.1,57.7,93.4,0,13.9
2370,Adilabad,Neradigonda,05-10-2019,0,21.9,33.8,45.6,99.9,0,2.2
2371,Adilabad,Ichoda,05-10-2019,0,22.4,32.3,65.5,99.9,0,1.5
2372,Adilabad,Sirikonda,05-10-2019,0,22.1,31.7,67,98.3,0,1.5
2373,Adilabad,Utnur,05-10-2019,0.5,22.3,29.9,70.4,98.9,0,1.6
2426,Nizamabad,Navipet,05-10-2019,0.3,21.9,32.2,83.5,100,0,8.7
2427,Nizamabad,Nandipet,05-10-2019,1.8,21.7,32,76.7,98.4,0,15.1
2428,Nizamabad,Armur,05-10-2019,0.6,22.1,32.1,62.1,96.5,0,9
2429,Nizamabad,Balkonda,05-10-2019,0,22.8,31.7,67.1,81.3,0,0.8
2430,Nizamabad,Mupkal,05-10-2019,0,24.4,34.2,52.2,94.8,0,0.8
2431,Nizamabad,Mendora,05-10-2019,0,22.6,34.1,58.4,96.8,0,0.8
2432,Nizamabad,Yergatla,05-10-2019,0,22.5,34.7,56,100,0,5.8
2433,Nizamabad,Kammarpalle,05-10-2019,0,22.4,31.7,63.2,97.9,0,8.2
2434,Nizamabad,Mortad,05-10-2019,0,22.3,35.9,54.3,100,0,8.2
2435,Nizamabad,Vailpur,05-10-2019,0,22.6,33.4,60.1,97.4,0,1.3
2436,Nizamabad,Jakranpalle,05-10-2019,0,22.8,32.2,63.4,95.1,0,0.6
2437,Nizamabad,Makloor,05-10-2019,0,22.2,31.9,66.4,95.8,0,5.7
2438,Nizamabad,Nizamabad_North,05-10-2019,0,23.6,33.5,68,92,0,0.1
2439,Nizamabad,Yeda_Palle,05-10-2019,0,22.8,32.9,55.8,100,0,6.2
2440,Nizamabad,Ranjal,05-10-2019,0,22.3,32.5,67.3,92.7,0,8
2441,Nizamabad,Bodhan,05-10-2019,0,22,32.5,57.9,94.8,0,11.6
2442,Nizamabad,Kotgiri,05-10-2019,0,22.8,31.8,52.1,92.1,0,0.8
2443,Nizamabad,Rudrur,05-10-2019,0.5,22.5,31.5,60.8,78.7,0,11.6
2444,Nizamabad,Varni,05-10-2019,0,22.1,34.1,61.1,95.4,0,2.1
2445,Nizamabad,Nizamabad_Rural,05-10-2019,0,22.2,31.1,76,100,0,0.1
2446,Nizamabad,Nizamabad_South,05-10-2019,0,22,34.1,53.4,100,0,0.1
2447,Nizamabad,Mugpal,05-10-2019,0,22.5,31.9,61.6,90.3,0,3
2448,Nizamabad,Dichpalle,05-10-2019,0,21.9,31.2,58.6,83.9,0,6.9
2449,Nizamabad,Indalwai,05-10-2019,0,21.6,32,81.2,100,0,6.9
2450,Nizamabad,Dharpalle,05-10-2019,0,22,30.8,70.2,97,0,3.7
2451,Nizamabad,Bheemgal,05-10-2019,0,22.8,32.2,59.1,95.2,0,1.2
2452,Nizamabad,Sirkonda,05-10-2019,0,22.1,33.2,72.9,99,0,7.3
2453,Nizamabad,Mosra,05-10-2019,0,22.1,32.3,63.1,96.4,0,1
2454,Nizamabad,Chandur,05-10-2019,0,22.4,30.9,68.2,91.9,0,11.6
2537,Warangal Rural,Parkal,05-10-2019,0,24.2,33.5,52.2,98.6,0,3.4
2538,Warangal Rural,Shayampet,05-10-2019,0,24.5,35.5,70.9,98.2,0,16.7
2539,Warangal Rural,Damera,05-10-2019,0,23.5,32.3,66.5,99.2,0,5.3
2540,Warangal Rural,Geesugonda,05-10-2019,0,24.3,33.1,62.9,95.6,0,3.7
2541,Warangal Rural,Atmakur,05-10-2019,0,24.9,35.2,71.7,99.9,0,16.7
2542,Warangal Rural,Duggondi,05-10-2019,0,24.9,35.4,63.5,99.9,0,5.9
2543,Warangal Rural,Nallabelly,05-10-2019,0,24,35.2,65.3,100,0,0.7
2544,Warangal Rural,Narsampet,05-10-2019,0,24.6,35.4,67.3,99.9,0,6.3
2545,Warangal Rural,Khanapur,05-10-2019,0,24.3,32.4,65.8,97.3,0,1.2
2546,Warangal Rural,Chennaraopeta,05-10-2019,0,24,33,63.5,99.4,0,1.4
2547,Warangal Rural,Sangem,05-10-2019,0,23.8,33.5,67.8,100,0,5.2
2548,Warangal Rural,Wardhannapet,05-10-2019,0,24.2,35.2,67.6,99.9,0,3.6
2549,Warangal Rural,Raiparthy,05-10-2019,0,23.9,33.8,57.2,85.7,0,3.6
2550,Warangal Rural,Parvathagiri,05-10-2019,0,24.9,35,61.4,99.3,0,11.6
2551,Warangal Rural,Nekkonda,05-10-2019,0,24.5,34.5,57.9,93.3,0,11.6
2552,Warangal Rural,Nadikuda,05-10-2019,0,23.3,32.9,65.1,97.5,0,1.1
2553,Warangal Urban,Bheemadevarapalle,05-10-2019,0,24.1,34.7,72.4,99.7,0,4.6
2554,Warangal Urban,Velair,05-10-2019,0,22.2,33.3,85.5,100,0,0.8
2555,Warangal Urban,Elkathurthi,05-10-2019,0,24.8,32.6,66.9,97.4,0,0.9
2556,Warangal Urban,Kamalapur,05-10-2019,0,23.5,34.7,58.1,100,0,8.3
2557,Warangal Urban,Hasanparthy,05-10-2019,0,23.1,32.7,66,97.4,0,3.2
2558,Warangal Urban,Dharmasagar,05-10-2019,0,24.1,33.9,68.1,98.6,0,5.4
2559,Warangal Urban,Khazipet,05-10-2019,0,23.1,35.3,70,97.9,0,6.4
2560,Warangal Urban,Hanamkonda,05-10-2019,0,24.9,35.2,65.4,99.9,0,1.5
2561,Warangal Urban,Warangal,05-10-2019,0,24.9,33.3,74,99.8,0,1.5
2562,Warangal Urban,Khilla_Warangal,05-10-2019,0,24.7,35.2,64.4,99.3,0,3.7
2563,Warangal Urban,Inole,05-10-2019,0,23.2,32.8,64.1,95.7,0,1.3
2564,Karimnagar,Gangadhara,05-10-2019,0,22,32.7,69.4,100,0,7.3
2565,Karimnagar,Ramadugu,05-10-2019,0,22.3,33.7,63.5,100,0,2.2
2566,Karimnagar,Choppadandi,05-10-2019,0,22.9,34,66.1,98.9,0,1.9
2567,Karimnagar,Karimnagar_Rural,05-10-2019,0,23.2,33.4,76.1,99,0,5.1
2568,Karimnagar,Kothapalle,05-10-2019,0,22.6,32,75.2,100,0,5.3
2569,Karimnagar,Gannervaram,05-10-2019,0.8,22.1,33,56.3,97.3,0,5.5
2570,Karimnagar,Karimnagar,05-10-2019,0,23.9,33.5,56.8,97.9,0,2.5
2571,Karimnagar,Manakondur,05-10-2019,0,23.3,33.6,64.5,98.2,0,5.3
2572,Karimnagar,Thimmapur,05-10-2019,0.3,23.7,35,63.2,100,0,3
2573,Karimnagar,Chigurumamidi,05-10-2019,0,22.2,35.7,57.8,100,0,1.1
2574,Karimnagar,V_Saidapur,05-10-2019,0,23.5,34.1,57.9,95.5,0,1.1
2575,Karimnagar,Shankarapatnam,05-10-2019,0,23.1,33.8,67.7,100,0,8.4
2576,Karimnagar,Veenavanka,05-10-2019,0,23,33.1,60.9,95.7,0,1.9
2577,Karimnagar,Huzurabad,05-10-2019,0,24,33.7,56.6,89.2,0,8.4
2578,Karimnagar,Jammikunta,05-10-2019,0,23.4,34.9,59.1,97.7,0,2.2
2579,Karimnagar,Ellandakunta,05-10-2019,0,23.7,34.8,57.2,99.4,0,4.7
2904,Khammam,Singareni,05-10-2019,0,24.8,35.9,54,93.4,0,0.9
2905,Khammam,Kamepalle,05-10-2019,0,22.4,36.5,53.1,91.4,0,0.9
2906,Khammam,Raghunadhapalem,05-10-2019,0,24.4,34.9,61.9,97.9,0,4
2907,Khammam,Khammam_Rural,05-10-2019,0,24.9,35.2,68.5,99.9,0,0.7
2908,Khammam,Thirumalayapalem,05-10-2019,0,23.6,34.7,60.7,97.7,0,4.7
2909,Khammam,Kusumanchi,05-10-2019,0,23.8,34.5,62.4,98.6,0,6.5
2910,Khammam,Nelakondapalle,05-10-2019,0,25.5,35.7,49.6,100,0,0.5
2911,Khammam,Mudigonda,05-10-2019,0,26.4,35.7,58.2,99.9,0,1.6
2912,Khammam,Chinthakani,05-10-2019,0,24.5,36.2,46.7,99.5,0,0.1
2913,Khammam,Khammam_Urban,05-10-2019,0,24.9,34.8,64.4,98.3,0,0.7
2914,Khammam,Konijerla,05-10-2019,0,24.7,35.5,60.7,99.5,0,7.8
2915,Khammam,Enkuru,05-10-2019,0,25.4,35.9,60,94.5,0,5.5
2916,Khammam,Kalluru,05-10-2019,0.3,24.5,32.6,70.6,97.6,0,0.7
2917,Khammam,Penuballi,05-10-2019,0,24.6,35.5,56.2,94.6,0,0.5
2918,Khammam,Sathupalle,05-10-2019,0.3,24.3,35.1,67.1,99.1,0,6.6
2919,Khammam,Vemsoor,05-10-2019,1.3,24,35.1,55.8,92.7,0,6.6
2920,Khammam,Thallada,05-10-2019,0,24.6,35.7,59.7,99.2,0,7.6
2921,Khammam,Wyra,05-10-2019,0,24.6,35.5,69.5,99.5,0,5
2922,Khammam,Bonakal,05-10-2019,0,24.5,35,51.5,100,0,8
2923,Khammam,Madhira,05-10-2019,0,24.7,34.6,59.2,93.9,0,8.3
2924,Khammam,Yerrupalem,05-10-2019,0,24.9,34,60.5,96.3,0,7.4
2945,Adilabad,Bheempoor,06-10-2019,0,21.8,33.9,61.2,98.1,0,1.5
2946,Adilabad,Jainad,06-10-2019,0,22.3,33.1,62.5,99.8,0,4.6
2947,Adilabad,Bela,06-10-2019,0,22.3,33.4,64.7,98.7,0,11.4
2948,Adilabad,Gadiguda,06-10-2019,0,22.4,33.3,70.3,100,0,3.9
2949,Adilabad,Narnoor,06-10-2019,0,22.1,31.5,70.5,98.5,0,3.9
2950,Adilabad,Inderavelly,06-10-2019,0,21.9,30.6,66.1,100,0,10.5
2951,Adilabad,Gudihathnur,06-10-2019,0,21.9,33.5,52.1,91.6,0,1.4
2952,Adilabad,Adilabad Rural,06-10-2019,0,22.3,34.7,64.9,100,0,10.5
2953,Adilabad,Adilabad Urban,06-10-2019,0,22.4,33.2,62.3,99.6,0,1.7
2954,Adilabad,Mavala,06-10-2019,0,22.5,32.5,52.1,100,0,6.5
2955,Adilabad,Tamsi,06-10-2019,0,21.8,33,58.4,99.6,0,2.9
2956,Adilabad,Talamadugu,06-10-2019,0,22.3,32.6,61.3,96.1,0,8.4
2957,Adilabad,Bazarhathnoor,06-10-2019,0,21.1,31.7,58.8,100,0,10
2958,Adilabad,Boath,06-10-2019,0,21.4,30.9,59,93.8,0,10
2959,Adilabad,Neradigonda,06-10-2019,0,22.1,33.5,64.1,99.9,0,1.4
2960,Adilabad,Ichoda,06-10-2019,0,21.8,32.6,57.8,99.9,0,1.4
2961,Adilabad,Sirikonda,06-10-2019,0,22.4,33.1,60,97.2,0,1.4
2962,Adilabad,Utnur,06-10-2019,0,21.9,30.2,68.1,98.6,0,2.5
3015,Nizamabad,Navipet,06-10-2019,0,23.7,33.3,73,100,0,8.4
3016,Nizamabad,Nandipet,06-10-2019,0.5,24.2,32.2,75.9,98.3,0,9.9
3017,Nizamabad,Armur,06-10-2019,0,23.5,32.3,61.1,96.9,0,9.9
3018,Nizamabad,Balkonda,06-10-2019,0,23.8,31.5,64.7,82.7,0.2,0.2
3019,Nizamabad,Mupkal,06-10-2019,0,24.1,34.5,49.7,78.3,0.2,0.2
3020,Nizamabad,Mendora,06-10-2019,0,24.3,33.1,56.2,97.5,0.2,0.2
3021,Nizamabad,Yergatla,06-10-2019,0,23.4,34.6,50.8,100,0,3.1
3022,Nizamabad,Kammarpalle,06-10-2019,0,22.9,33,61.1,98.9,0,5.6
3023,Nizamabad,Mortad,06-10-2019,0,23.2,33.5,52.5,100,0,5.6
3024,Nizamabad,Vailpur,06-10-2019,0,23.4,33.9,58.9,97.8,0,0.8
3025,Nizamabad,Jakranpalle,06-10-2019,0,23.5,32.6,65.1,97.6,0,1.8
3026,Nizamabad,Makloor,06-10-2019,0,23.3,33.3,62.1,90.6,0,5.3
3027,Nizamabad,Nizamabad_North,06-10-2019,0,23.1,33.3,57,86.7,0,0.1
3028,Nizamabad,Yeda_Palle,06-10-2019,0,24,32.8,62.3,100,0,6.3
3029,Nizamabad,Ranjal,06-10-2019,0,24,33.1,65.7,99.7,0,0.9
3030,Nizamabad,Bodhan,06-10-2019,0,23.3,34.2,54.5,96.4,0,5.3
3031,Nizamabad,Kotgiri,06-10-2019,0,23.8,31.7,49.7,92,0,0.1
3032,Nizamabad,Rudrur,06-10-2019,0.5,23.7,32.6,53.9,78.7,0,2.3
3033,Nizamabad,Varni,06-10-2019,0,23.1,33.9,59,96.6,0,0.8
3034,Nizamabad,Nizamabad_Rural,06-10-2019,0,23.7,32.1,63,100,0,0.1
3035,Nizamabad,Nizamabad_South,06-10-2019,0,23.3,33.8,54.4,100,0,0.1
3036,Nizamabad,Mugpal,06-10-2019,0,22.9,32.2,58.7,90.5,0,1.1
3037,Nizamabad,Dichpalle,06-10-2019,0,22.5,31.4,60.6,83.8,0,5.7
3038,Nizamabad,Indalwai,06-10-2019,8.5,21.9,33.7,63.3,100,0,5.7
